prompt,input_tokens,output_tokens,quality,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt
"i wanna message my professor asking for an extension on the assignment but i dont wanna sound like im making excuses, can u help me phrase it",35,83,Average,141,27,1,1,25,4.22,0,False,False,False,False,False,False,False,False,False
"my team lead wants a status update by eod and honestly we're behind schedule, help me write something that's honest but doesnt sound like im panicking",37,88,Good,150,26,1,1,26,4.77,0,False,False,False,False,False,False,False,False,False
"so i just bombed a job interview i think, they asked me abt system design and i froze, can u explain how i shouldve approached that question",35,112,Good,140,27,1,1,24,4.15,0,False,False,False,False,False,True,False,False,False
"i have a presentation tmrw on neural networks and i still dont fully understand backpropagation, can u explain it simply with like an example",35,113,Average,141,24,1,1,23,4.88,0,False,False,False,False,False,True,False,False,False
"my mom keeps asking why i havent called in a while and honestly ive just been busy w exams, help me write a text that doesnt sound dismissive",35,69,Average,141,28,1,1,27,4.04,0,False,False,False,False,False,True,True,False,False
"i think my code has a memory leak but i cant find where, can u look at this and tell me what might be causing it: a python script that appends to a global list inside a loop that runs forever",47,115,Average,191,41,1,1,36,3.63,0,False,False,False,False,False,False,False,False,False
"can u help me write a caption for a photo of my team after we won a small hackathon, wanna sound proud but not cringe",29,35,Average,117,25,1,1,23,3.68,0,False,False,False,False,False,False,True,False,False
"i keep mixing up TCP and UDP in my head, can u explain the actual difference in a way that'll stick this time",27,112,Average,109,23,1,1,22,3.74,0,False,False,False,False,False,True,False,False,False
"my roommate keeps leaving dishes in the sink and its been like a week now, help me write something to say to him that isnt gonna start a fight",35,79,Average,142,29,1,1,27,3.9,0,False,False,False,False,False,False,False,False,False
"i have to explain what an api is to my non tech friend who thinks im just ""clicking buttons all day"", how do i put it simply",31,90,Average,124,27,1,1,25,3.52,0,False,False,False,False,False,True,False,True,False
"so i wanna switch my major but i havent told my parents yet cus i know theyll freak out, can u help me think through how to bring it up",33,144,Good,135,30,1,1,27,3.5,0,False,False,False,False,False,True,False,False,False
"can u help me understand what a hash table actually is, like why its faster than just looping through a list",27,97,Good,108,21,1,1,20,4.14,0,False,False,False,False,False,True,False,False,False
"i just got some feedback on my essay saying its ""too vague"" but i dont get what that means exactly, can u help me figure out how to make it more specific",38,107,Good,153,32,1,1,31,3.72,0,False,False,False,False,False,True,False,False,False
"we're planning a trip for like 4 people on a tight budget, can u suggest how we should split up planning tasks so nobody does everything",34,97,Good,136,26,1,1,24,4.23,0,False,False,False,False,False,True,False,False,False
"my sister is stressed abt her thesis defense next week, what are some general questions committees usually ask so i can help her prep",33,110,Good,133,24,1,1,23,4.54,0,False,False,False,False,False,False,False,False,False
"i accidentally sent a half finished email to my manager, help me write a quick follow up that doesnt make it a bigger deal than it is",33,37,Average,133,27,1,1,24,3.93,0,False,False,False,False,False,False,True,False,False
"can u explain what a rest api is, i keep hearing it in interviews but i just nod along and dont actually get it",27,115,Good,111,24,1,1,22,3.62,0,False,False,False,False,False,True,False,True,False
"so my code works on my laptop but breaks the second i push it, is that usually an environment thing or am i missing something obvious",33,124,Good,133,26,1,1,24,4.12,0,False,False,False,False,False,False,False,False,False
"i wanna ask my professor if i can redo a quiz i did badly on but i dont wanna sound entitled, can u help me word it",28,81,Average,115,27,1,1,22,3.26,0,False,False,False,False,False,False,False,False,False
"can u explain gradient descent using like a hiking analogy or something, the math notation my textbook uses isnt clicking",30,113,Average,121,20,1,1,20,5.05,0,False,False,False,False,False,True,False,False,False
"my friend group is planning a birthday thing for someone and i got assigned ""figure out the venue"" with zero budget info, what should i even ask them first",38,81,Good,155,29,1,1,28,4.28,0,False,False,False,False,False,False,False,False,False
"i think i need to set boundaries with a coworker who keeps dumping their tasks on me but i dont wanna come off as difficult, help me think this through",37,114,Good,151,30,1,1,26,4.03,0,False,False,False,False,False,False,False,False,False
"explain what cloud computing actually means, i keep telling people ""it's just someone else's computer"" but i feel like thats not the full picture",36,124,Good,145,24,1,1,23,4.96,0,False,False,False,False,False,True,False,False,False
"i have an exam tomorrow on databases and i still dont get normalization, can u explain 1nf 2nf 3nf without making it more confusing",32,115,Average,131,24,1,1,23,4.46,0,False,False,False,False,False,True,False,False,False
"my partner and i keep arguing abt chores, can u help me write out a fair way to split them that i can actually bring up calmly",31,104,Good,126,27,1,1,25,3.67,0,False,False,False,False,False,False,False,False,False
"can u help me understand what overfitting means, my model does great on training data but terrible on anything new and i dont get why",33,108,Average,133,25,1,1,24,4.32,0,False,False,False,False,False,True,False,False,False
"i wanna dm a professor i dont know asking if i can shadow their research, how do i not sound like im just spamming everyone",30,108,Average,123,25,1,1,22,3.92,0,False,False,False,False,False,True,False,False,False
so we're building a small app and i need to explain to my non technical teammate why we need a database instead of just a spreadsheet,33,106,Good,133,26,1,1,22,4.15,0,False,False,False,False,False,True,False,False,False
"can u help me write a short bio for my linkedin, i dont wanna sound like every other generic profile",25,84,Average,100,20,1,1,20,4.0,0,False,False,False,False,False,False,True,False,False
"i just realized i double booked myself for two things saturday, help me draft a message to back out of one without burning a bridge",32,58,Average,131,25,1,1,23,4.24,0,False,False,False,False,False,False,False,False,False
"explain what an algorithm actually is in a way that doesnt sound like a textbook, my little brother has a school project abt it",31,82,Average,127,24,1,1,22,4.29,0,False,False,False,False,False,True,False,False,False
"i think my teammate isnt pulling their weight on the group assignment but i dont wanna be the one who ""snitches"" to the prof, whats a better way to handle it",39,98,Average,157,31,1,1,27,4.0,0,False,False,False,False,False,False,False,False,False
"can u break down what encryption actually does when i send a message, like whats really happening behind the scenes",28,100,Average,115,20,1,1,20,4.75,0,False,False,False,False,False,False,False,False,False
"i wanna ask for a raise but i havent done this before, can u help me figure out how to bring it up with my manager",28,111,Good,114,26,1,1,25,3.38,0,False,False,False,False,False,True,False,False,False
"explain the difference between a compiler and an interpreter, i always forget and it comes up in every interview somehow",30,116,Good,120,20,1,1,19,5.0,0,False,False,False,False,False,True,False,False,False
"my grandma wants to video call but i have a deadline in 2 hours, help me write something sweet to reschedule without hurting her feelings",34,57,Average,137,25,1,1,24,4.48,0,False,False,False,False,False,False,False,False,False
can u explain what version control is to someone who's never touched code but is joining our team as a designer,27,110,Good,111,21,1,1,20,4.33,0,False,False,False,False,False,True,False,False,False
"i totally forgot my friends bday is this weekend, help me come up w a last minute but still thoughtful gift idea, budget is like 20 bucks",34,105,Good,137,27,1,1,26,4.04,0,False,False,False,False,False,False,False,False,False
"whats the actual difference between a stack and a queue, i keep forgetting which one is fifo and which is lifo",27,96,Average,110,21,1,1,17,4.24,0,False,False,False,False,False,False,False,False,False
"i need to tell my group that i cant make the meeting time they picked, help me suggest alternatives without sounding difficult",31,64,Average,126,22,1,1,21,4.73,0,False,False,False,False,False,False,False,False,False
"can u explain what recursion is using something that isnt the fibonacci example, everyone uses that one and it never clicks for me",32,102,Average,130,23,1,1,22,4.65,0,False,False,False,False,False,True,False,False,False
"my professor said my code ""works but isnt efficient"", can u explain what makes code efficient in simple terms",27,124,Average,109,19,1,1,16,4.63,0,False,False,False,False,False,True,False,False,False
"i wanna check in on a friend who's been kinda distant lately without making it sound like an interrogation, help me word a text",31,61,Average,127,24,1,1,23,4.29,0,False,False,False,False,False,False,False,False,False
"explain what a firewall actually does, i just say ""it blocks bad stuff"" when people ask but that feels too vague",28,97,Average,112,21,1,1,21,4.24,0,False,False,False,False,False,True,False,False,False
"i have leftover rice, eggs, and some veggies in the fridge, can u suggest something quick i can make for dinner",27,63,Good,111,21,1,1,19,4.19,0,False,False,False,False,False,False,False,False,False
"can u help me write a polite reminder email, i sent an invoice two weeks ago and havent heard back",24,58,Average,98,20,1,1,20,3.9,0,False,False,False,False,False,False,True,False,False
"whats the difference between authentication and authorization, i mix them up every single time in interviews",27,91,Average,108,16,1,1,16,5.75,0,False,False,False,False,False,False,False,False,False
"my little cousin asked me why the sky is blue and i didnt actually know, can u explain it simply enough that a 10 year old gets it",32,99,Average,130,28,1,1,27,3.64,0,False,False,False,False,False,True,False,False,False
"i need to decline a group project role i got assigned without seeming like im not a team player, any suggestions on how to phrase it",33,76,Average,132,26,1,1,23,4.08,0,False,False,False,False,False,True,False,False,False
"can u explain what an api rate limit is, my app keeps failing and someone said thats probably why",24,98,Good,97,19,1,1,19,4.11,0,False,False,False,False,False,True,False,True,False
"i think i need to apologize to a friend for something i said when i was stressed, help me figure out how to start that conversation",32,78,Good,131,26,1,1,21,4.04,0,False,False,False,False,False,True,False,False,False
"explain what big o notation actually tells you, i can memorize the examples but i dont get what it means in practice",29,104,Good,116,22,1,1,20,4.27,0,False,False,False,False,False,True,False,False,False
"my landlord wants to raise rent and i wanna push back a bit but stay respectful, help me think through what to say",28,104,Average,114,23,1,1,22,3.96,0,False,False,False,False,False,True,False,False,False
"can u explain what a load balancer does, in my interview prep it keeps coming up and i just skip past it every time",28,87,Average,115,24,1,1,23,3.79,0,False,False,False,False,False,True,False,False,False
"i wanna plan a surprise for my parents anniversary but they live far and i cant be there, any ideas that dont feel lame over distance",33,121,Average,133,26,1,1,25,4.12,0,False,False,False,False,False,False,False,False,False
"whats the actual difference between sql and nosql databases, when would someone actually pick one over the other",28,114,Average,112,18,1,1,17,5.22,0,False,False,False,False,False,False,False,False,False
"i missed a deadline for a scholarship application because of a family thing, help me write an email explaining and asking if theres any flexibility",36,83,Average,147,25,1,1,23,4.88,0,False,False,False,False,False,True,False,False,False
"can u explain what containers are (like docker), i keep hearing ""it works on my machine"" jokes and now i get why but not really how",32,113,Average,131,26,1,1,25,3.88,1,False,False,False,False,False,True,False,False,False
"my roommate's friend has basically been staying over every weekend and its starting to bother me, how do i bring this up without it being awkward",36,81,Average,145,26,1,1,26,4.58,0,False,False,False,False,False,True,False,False,False
"explain what an interrupt is in computer architecture, my professor moved through it so fast i didnt catch any of it",29,102,Average,116,21,1,1,20,4.52,0,False,False,False,False,False,True,False,False,False
"i wanna give feedback to a junior teammate on their code without sounding harsh, they're new and i remember how that felt",30,94,Average,121,22,1,1,21,4.5,0,False,False,False,False,False,True,False,False,False
"can u explain the cap theorem in a way that doesnt need a whiteboard, i just need the gist for an interview tomorrow",29,109,Good,116,23,1,1,20,4.04,0,False,False,False,False,False,True,False,False,False
"i think i need to set a boundary with my parents abt how often they call during work hours, help me figure out how to say it kindly",32,76,Average,131,28,1,1,25,3.68,0,False,False,False,False,False,True,False,False,False
"whats the difference between a process and a thread, i always confuse them when explaining to people",25,99,Good,100,17,1,1,16,4.88,0,False,False,False,False,False,False,False,False,False
"i have to write a thank you note to someone who wrote me a recommendation letter, help me make it sound genuine not generic",30,95,Average,123,24,1,1,21,4.12,0,False,False,False,False,False,False,True,False,False
"can u explain what garbage collection means in programming, i know it ""cleans up memory"" but not actually how",27,126,Good,109,19,1,1,19,4.63,0,False,False,False,False,False,True,False,False,False
"my friend wants to borrow money again and i already lent them some last month, help me figure out how to say no this time",30,76,Average,121,25,1,1,24,3.84,0,False,False,False,False,False,True,False,False,False
"explain the difference between latency and bandwidth, i always get them backwards",20,92,Average,81,12,1,1,12,5.75,0,False,False,False,False,False,True,False,False,False
"i need to write a caption for our team photo after we shipped our first feature, wanna sound proud without being cringe about it",32,17,Average,128,24,1,1,23,4.33,0,False,False,False,False,False,False,True,False,False
"whats a race condition actually, i keep hearing it blamed for bugs but i dont get what causes it",24,112,Good,96,19,1,1,17,4.05,0,False,False,False,False,False,False,False,False,False
"i wanna ask my mentor for more frequent check ins but i dont wanna seem needy, help me word this",24,71,Average,96,20,1,1,18,3.8,0,False,False,False,False,False,False,False,False,False
can u explain what dns actually does when i type a website into my browser,18,90,Good,74,15,1,1,15,4.0,0,False,False,False,False,False,True,False,False,False
"my group chat is planning something for new years and i genuinely cant afford to go this year, help me say that without it being weird",33,58,Average,134,26,1,1,26,4.15,0,False,False,False,False,False,False,False,False,False
"whats the difference between a framework and a library, people use them interchangeably and it confuses me",26,103,Average,106,17,1,1,15,5.24,0,False,False,False,False,False,False,False,False,False
"i think i said something insensitive in a meeting without realizing, should i address it directly or let it go",27,88,Good,110,20,1,1,17,4.5,0,False,False,False,False,False,False,False,False,False
"can u explain what an index does in a database, like why it makes queries faster",20,99,Average,80,16,1,1,16,4.0,0,False,False,False,False,False,True,False,False,False
"my sibling and i havent talked in a few weeks after a dumb argument, help me write the first message to break the silence",30,50,Average,121,24,1,1,22,4.04,0,False,False,False,False,False,False,False,False,False
"whats the actual difference between http and https, i know one has a lock icon but not why that matters",25,101,Good,103,20,1,1,20,4.15,0,False,False,False,False,False,True,False,False,False
"i wanna ask a professor to be a reference for grad school but i only took one class with them, is that weird to ask",28,101,Good,115,25,1,1,21,3.6,0,False,False,False,False,False,False,False,False,False
"can u explain what caching is, my app got way faster after someone added it and i wanna actually understand why",27,105,Average,111,21,1,1,21,4.29,0,False,False,False,False,False,True,False,False,False
"my partner's family invited me to something big and i havent met most of them yet, help me figure out how to not seem awkward",31,103,Average,125,25,1,1,23,4.0,0,False,False,False,False,False,True,False,False,False
"whats the difference between a bug and a vulnerability, my manager used both today and i wasnt sure if they meant the same thing",32,97,Average,128,24,1,1,21,4.33,0,False,False,False,False,False,False,False,False,False
"i need to tell my study group i wanna change our meeting spot cus the current one is always too loud, how do i bring it up",30,65,Average,122,27,1,1,25,3.52,0,False,False,False,False,False,True,False,False,False
"can u explain what an event loop is in javascript, i keep hearing ""non blocking"" and nodding along",24,122,Good,98,18,1,1,18,4.33,0,False,False,False,False,False,True,False,False,False
"i think my resume is too long at 2 pages but i dont know what to cut, can u help me think through what actually matters",29,102,Good,119,26,1,1,23,3.58,0,False,False,False,False,False,True,False,False,False
"whats the difference between a class and an object, my intro to programming class explained it weird and it never stuck",29,117,Average,119,21,1,1,18,4.67,0,False,False,False,False,False,False,False,False,False
"i wanna check in with my manager abt my growth this year before my review, help me figure out how to start that conversation",31,63,Average,124,24,1,1,22,4.17,0,False,False,False,False,False,True,False,False,False
"can u explain what a memory leak actually is in code terms, not just ""it uses too much memory""",23,101,Average,94,19,1,1,18,3.84,0,False,False,False,False,False,True,False,False,False
"my friend keeps cancelling plans last minute and it's starting to bother me, help me figure out how to bring it up without sounding petty",34,74,Average,137,25,1,1,23,4.48,0,False,False,False,False,False,True,False,False,False
"whats the difference between concurrency and parallelism, i always thought they were the same thing",24,122,Average,99,15,1,1,14,5.6,0,False,False,False,False,False,False,False,False,False
"i have to write a short intro for myself before a networking event tomorrow and i freeze up every time, help me draft something natural",33,69,Average,135,25,1,1,23,4.4,0,False,False,False,False,False,False,True,False,False
"can u explain what technical debt actually means, my team keeps saying ""we'll fix it later"" and i wanna understand what im agreeing to",33,107,Good,134,24,1,1,23,4.5,0,False,False,False,False,False,True,False,False,False
whyd o u want to join codess in 250 words,10,84,Good,41,10,1,1,10,3.2,0,False,False,False,False,False,False,False,False,False
"Maintain the tone, but summarize it a bit.",10,25,Average,42,8,1,1,8,4.12,0,False,False,False,False,False,False,False,False,False
"hey i wnat to know what alla re the existing slutions fr skin disease detection using cnn,i mean the projects for cnn models focusing on some specific diseases",39,129,Good,159,29,1,1,26,4.52,0,False,False,False,False,False,False,False,False,False
"I have done some working on performing or choosing of many projects in the healthcare domains, which adds a lot of weight to the resume, and we want to find which actually works in the healthcare doma",149,163,Good,200,37,1,1,30,4.38,0,False,False,False,False,False,False,False,False,False
"now we are actually going to work with a mini project. We want to check out what are the papers required, so what is it as air quality index reduction and air quality index predictor based on the air",326,237,Good,199,39,1,2,30,4.08,0,False,False,False,False,False,False,False,False,False
code djikstrs using priority ueuue,8,2,Bad,34,5,1,1,5,6.0,0,False,False,False,False,False,False,False,False,False
i need  forml mil etiuette for sending mil for the proejt submisiion to the comony recruiter,23,77,Average,92,16,1,1,13,4.75,0,False,False,False,False,False,False,False,False,False
tech events their venue timings prices and cash prizes ke this is  title for ggle sheets,22,55,Good,88,16,1,1,16,4.5,0,False,False,False,False,False,False,False,False,False
hey chatgpt i wold like u to help me in finding the burining industraila problme statemnets whoch will also come under sdg goals and asloooo those need to be hel in detection methods using AI and ml o,80,178,Good,200,38,1,1,35,4.29,0,False,False,False,False,False,False,False,False,False
could u do dily time tble nd 45 dy exct tpiv rodmp,12,60,Good,50,12,1,1,12,3.25,0,False,False,False,False,False,False,False,False,False
"for this gimme the acheivements what i have mentiorned in resume so will add in google form Sac technical head also add at alst""",32,63,Good,128,24,1,1,22,4.33,0,False,False,False,False,False,False,False,False,False
hey i need you to write or ddrft mil to the swiggy suppprt regrding receiving worng order nd the items we hve received re shirvd multi grin t penuts pcket nd kinder joy bueno where we hve ordered pils,75,14,Bad,200,39,1,1,34,4.15,0,False,False,False,False,False,False,False,False,False
"I'm a little beginner of technicals, so I would like you to give me some basics content on. I would like to know first exactly what does backend mean? How is it helping out? How backend helps in creat",148,139,Good,200,39,1,4,33,4.05,0,False,False,False,False,False,True,False,False,False
how to build it sing llm gimme structured prompt,12,98,Good,48,9,1,1,9,4.44,0,False,False,False,False,False,True,False,False,False
"""I'm a final year AI & ML student. Create a complete roadmap from where I am today to becoming an AI Engineer. Tell me what to learn, what to skip, projects to build and an estimated timeline.""",48,167,Good,193,36,1,3,29,4.14,0,False,False,False,False,False,False,False,False,False
"""Explain Agentic AI from absolute scratch. Assume I know nothing. Cover memory, planning, reasoning, tool calling, MCP, LangGraph, LangChain, CrewAI and how everything fits together.""",45,168,Good,183,25,1,3,25,5.88,0,False,False,False,False,False,True,False,False,False
"""If I wanted to build my own AI agent today, what would the complete architecture look like? Explain frontend, backend, vector databases, memory, orchestration and deployment.""",44,143,Good,176,26,1,2,26,5.46,0,False,False,False,False,False,True,False,False,False
"""Teach me Retrieval Augmented Generation (RAG) from scratch. Explain embeddings, chunking, vector databases, retrieval, reranking and when RAG should or shouldn't be used.""",43,142,Good,172,23,1,2,21,6.09,1,False,False,False,False,False,True,False,False,False
"""How do Large Language Models actually work internally? Explain transformers, attention, tokenization, embeddings, inference and fine-tuning like you're teaching an engineering student.""",46,119,Average,186,23,1,2,23,6.78,0,False,False,False,False,False,True,False,False,False
"""Make me a complete AI Engineer interview preparation roadmap for the next three months with weekly goals.""",26,81,Average,107,17,1,1,17,5.18,0,False,False,False,False,False,False,False,False,False
"""I'm preparing for placements, not FAANG. Give me only the DSA topics and questions that actually matter for companies like Visa, UBS, HSBC and Flipkart.""",38,85,Good,154,25,1,2,23,4.92,0,False,False,False,False,False,False,False,False,False
"""Teach me Dynamic Programming in the easiest possible sequence starting from recursion and memoization.""",26,76,Good,104,14,1,1,14,6.29,0,False,False,False,False,False,False,False,False,False
"""Explain the Sliding Window pattern so well that I can identify those questions in interviews without memorizing solutions.""",31,82,Average,124,18,1,1,18,5.78,0,False,False,False,False,False,True,False,False,False
"""Review my resume like you're an SDE recruiter. Be brutally honest and tell me exactly what should be improved.""",28,53,Average,112,19,1,2,18,4.74,0,False,False,False,False,False,False,False,False,False
"""Explain Spring Boot project architecture used in production applications. Cover controllers, services, repositories, DTOs, entities, exception handling and authentication.""",43,100,Average,173,19,1,2,19,7.68,0,False,False,False,False,False,True,False,False,False
"""Teach me Multi-Tenant SaaS architecture from scratch. Compare database-per-tenant, schema-per-tenant and shared database approaches.""",33,73,Average,134,19,1,2,15,5.84,0,False,False,False,False,False,False,False,False,False
"""Explain Redis like I'm a beginner. Why do companies use it? Where does it sit in the system architecture?""",26,78,Good,107,19,1,3,18,4.42,0,False,False,False,False,False,True,False,False,False
"""Compare PostgreSQL and MySQL for startups. Which one should I choose and why?""",19,79,Good,79,13,1,2,12,4.85,0,False,False,False,False,False,True,False,False,False
"""Explain how Stripe works behind the scenes. Cover payment flow, subscriptions, webhooks, refunds and security.""",28,108,Good,112,15,1,2,15,6.07,0,False,False,False,False,False,True,False,False,False
"""Act like an investor and brutally evaluate my startup idea. Tell me whether it's worth building or not.""",26,45,Average,105,18,1,2,18,4.67,0,False,False,False,False,False,False,False,False,False
"""Analyze my startup A2S completely. Market size, competitors, monetization, pricing, MVP, customer acquisition, risks and scalability.""",33,49,Average,135,16,1,2,16,6.88,0,False,False,False,False,False,True,False,False,False
"""Create a pitch deck outline that would actually impress an investor.""",17,53,Average,70,11,1,1,11,5.18,0,False,False,False,False,False,False,False,False,False
"""Help me decide what features belong in my MVP and what should be postponed.""",19,62,Average,77,14,1,1,13,4.36,0,False,False,False,False,False,False,False,False,False
"""If you were my CTO, create a six-month product development roadmap for my startup.""",21,71,Good,84,15,1,1,14,4.4,0,False,False,False,False,False,False,False,False,False
"""Research the Visa internship hiring process in detail. What rounds are there? What DSA level do they expect? What projects help?""",32,68,Good,130,21,1,4,19,4.95,0,False,False,False,False,False,False,False,False,False
"""Explain the Flipkart GRiD internship process in detail and what happens after each round.""",22,69,Average,91,14,1,1,14,5.36,0,False,False,False,False,False,True,False,False,False
"""Create a realistic CAT preparation plan while balancing engineering placements.""",20,64,Average,81,10,1,1,10,6.9,0,False,False,False,False,False,False,False,False,False
"""Compare taking a high-paying software job versus pursuing an MBA over the next ten years.""",22,76,Good,91,16,1,1,16,4.56,0,False,False,False,False,False,False,False,False,False
"""Teach me how to write a proper research paper from literature review to publication.""",21,82,Good,86,14,1,1,13,5.0,0,False,False,False,False,False,True,True,False,False
"""Build me a cybersecurity roadmap for beginners covering networking, Linux, web security and penetration testing.""",28,65,Good,114,15,1,1,15,6.33,0,False,False,False,False,False,False,False,False,False
"""Explain Authentication vs Authorization with JWT, OAuth, cookies and sessions using practical examples.""",26,80,Good,105,13,1,1,13,6.77,0,False,False,False,False,False,True,False,False,False
"""Teach me System Design from absolute scratch with real-world examples.""",18,61,Average,72,11,1,1,11,5.36,0,False,False,False,False,False,False,False,False,False
"""Explain Docker and containers from scratch. Why do companies actually use Docker?""",20,62,Good,83,12,1,2,11,5.67,0,False,False,False,False,False,True,False,False,False
"""Compare AWS, Azure and Google Cloud for students and startups. Which one should I learn first?""",24,58,Average,96,16,1,2,15,4.75,0,False,False,False,False,False,False,False,False,False
"""Help me design an AI-powered Chrome extension that simplifies complicated webpages. Cover architecture, APIs, UX and monetization.""",33,74,Average,132,18,1,2,18,6.06,0,False,False,False,False,False,False,False,False,False
"""Compare Flutter and Streamlit for building startup MVPs.""",14,69,Good,58,8,1,1,8,6.0,0,False,False,False,False,False,False,False,False,False
"""Explain the difference between Kindle publishing and traditional publishing in India for first-time authors.""",27,64,Good,110,15,1,1,14,6.2,0,False,False,False,False,False,True,False,False,False
"""Help me identify a book using only the parts of the story I remember.""",17,31,Average,71,14,1,1,13,3.93,0,False,False,False,False,False,False,True,False,False
"""Explain B12 deficiency completely. What symptoms are common, when is dizziness related and when should someone worry?""",29,81,Good,119,17,1,2,16,5.76,0,False,False,False,False,False,True,False,False,False
"""Analyze this cricketer beyond statistics. Explain technique, strengths, weaknesses, captaincy, fitness and future potential.""",31,37,Average,126,14,1,2,14,7.5,0,False,False,False,False,False,True,False,False,False
"""Prepare a complete market research report for this startup idea including TAM, SAM, SOM, competitors, trends and barriers to entry.""",33,28,Average,133,20,1,1,20,5.35,0,False,False,False,False,False,False,False,False,False
"""I want to learn this topic properly. Give me the correct order to study it, projects to build, common mistakes, interview relevance and how long each stage should take.""",42,30,Average,170,29,1,2,27,4.66,0,False,False,False,False,False,True,False,False,False
"""Act as an experienced startup founder and tell me everything that's wrong with my business model before I spend months building it.""",33,33,Average,133,22,1,1,22,4.95,0,False,False,False,False,False,False,False,False,False
"""If you had to mentor me from scratch for software engineering placements, what would the next 90 days look like?""",28,47,Average,114,20,1,1,20,4.55,0,False,False,False,False,False,False,False,False,False
"""Compare these two technologies in terms of scalability, learning curve, community support, industry adoption and future scope.""",32,23,Average,128,17,1,1,17,6.24,0,False,False,False,False,False,False,False,False,False
"""Explain this research paper like I'm an engineering student. Break down every section into simple language.""",27,27,Average,109,16,1,2,16,5.62,0,False,False,False,False,False,True,False,False,False
"""Create a step-by-step implementation plan for this project from idea to deployment.""",21,29,Average,85,14,1,1,13,4.93,0,False,False,False,False,False,True,False,False,False
"""Tell me the prerequisites I should learn before starting this technology so I don't waste time.""",24,23,Average,97,16,1,1,15,4.94,0,False,False,False,False,False,False,False,False,False
"""Assume you are a hiring manager. Based on my skills, what gaps would stop you from shortlisting me?""",25,26,Average,101,18,1,2,17,4.39,0,False,False,False,False,False,False,False,False,False
"""If this startup were presented on Shark Tank or to a VC, what questions would they ask and how should I answer them?""",29,37,Average,118,23,1,1,23,4.0,0,False,False,False,False,False,True,False,False,False
"""Research the latest industry trends in this field and tell me where the biggest opportunities are over the next five years.""",31,20,Average,125,21,1,1,19,4.86,0,False,False,False,False,False,False,False,False,False
"""Explain this concept visually and intuitively instead of giving textbook definitions.""",21,26,Average,87,11,1,1,11,6.73,0,False,False,False,False,False,True,False,False,False
"""Create the ultimate beginner-to-advanced roadmap for this subject with free resources, projects and milestones.""",28,29,Average,113,16,1,1,16,5.88,0,False,False,False,False,False,False,False,False,False
"""I'm confused between multiple career paths. Compare them based on salary growth, work-life balance, learning opportunities, long-term stability and future demand.""",41,38,Average,164,23,1,2,23,5.87,0,False,False,False,False,False,False,False,False,False
"""I have this startup idea. Don't just appreciate it. Tear it apart, tell me every loophole, every risk, every competitor and whether it can actually become a unicorn.""",41,34,Average,167,28,1,3,24,4.71,0,False,False,False,False,False,False,False,False,False
"""Assume you're an investor from Sequoia or Y Combinator. Ask me every question you would before investing.""",26,57,Average,107,17,1,2,17,5.12,0,False,False,False,False,False,False,False,False,False
"""I don't want generic market research. I want actual numbers, TAM, SAM, SOM, CAGR, competitors, revenue models and future trends.""",32,60,Average,130,20,1,2,18,5.05,0,False,False,False,False,False,False,False,False,False
"""Compare my startup idea with every similar company in India and abroad. Tell me what is unique.""",24,35,Average,97,17,1,2,17,4.53,0,False,False,False,False,False,False,False,False,False
"""If someone had ₹25 lakh today, how should they build this startup from scratch?""",20,55,Average,81,14,1,1,14,4.5,0,False,False,False,False,False,True,False,False,False
"""Design the complete tech stack for this startup as if Google engineers were building it.""",22,32,Average,90,15,1,1,15,4.87,0,False,False,False,False,False,False,False,False,False
"""Give me every AI feature that can be added to this product in the next five years.""",21,49,Average,84,17,1,1,17,3.82,0,False,False,False,False,False,False,False,False,False
"""Suppose OpenAI built my startup instead of me. What would they do differently?""",20,47,Average,80,13,1,2,13,4.92,0,False,False,False,False,False,False,False,False,False
"""Tell me why this startup could fail before even launching.""",15,22,Average,60,10,1,1,10,4.8,0,False,False,False,False,False,True,False,False,False
"""Research whether customers actually need this or if I'm solving a fake problem.""",20,40,Average,81,13,1,1,13,5.08,0,False,False,False,False,False,False,False,False,False
"""Find industries where AI hasn't disrupted much yet.""",13,53,Average,53,8,1,1,8,5.38,0,False,False,False,False,False,False,False,False,False
"""What billion-dollar startups can still be built in India using AI?""",17,47,Average,68,12,1,1,12,4.5,0,False,False,False,False,False,False,False,False,False
"""Give me startup ideas that are difficult to copy.""",12,61,Average,51,9,1,1,9,4.44,0,False,False,False,False,False,False,False,False,False
"""Research business models that make recurring revenue instead of one-time income.""",20,37,Average,82,12,1,1,12,5.67,0,False,False,False,False,False,False,False,False,False
"""I want industries that will grow for the next 20 years.""",14,36,Average,57,11,1,1,11,4.0,0,False,False,False,False,False,False,False,False,False
"""How do companies like Airbnb, Uber and Zillow actually became successful? Break everything down.""",24,75,Average,98,14,1,2,14,5.71,0,False,False,False,False,False,True,False,False,False
"""Give me hidden problems in the real estate industry that nobody talks about.""",19,43,Average,78,13,1,1,13,4.85,0,False,False,False,False,False,False,False,False,False
"""Research the future of interior design and AI.""",12,64,Average,48,8,1,1,8,4.75,0,False,False,False,False,False,False,False,False,False
"""What technologies will replace current real estate platforms?""",15,47,Average,63,8,1,1,8,6.62,0,False,False,False,False,False,False,False,False,False
