Model Name,Prompt,Input Tokens,Output Tokens,Quality,Feedback,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,prompt_complexity_score,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt
ChatGPT GPT-5.5,Explain this as if it's the most important thing ever but also completely trivial.,15,57,Average,"The prompt is understandable but includes ambiguity, competing expectations, or unnecessary constraints.",82,14,1,1,14,4.86,0,0.314,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,Give me the shortest possible answer and the longest possible answer for the same question.,16,9,Average,"The prompt is understandable but includes ambiguity, competing expectations, or unnecessary constraints.",91,15,1,1,11,5.07,0,0.182,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Tell me why this concept is great and why it's terrible at the same time.,16,54,Good,A clear and well-structured prompt that communicates its objective effectively.,73,15,1,1,14,3.87,0,0.296,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,[START] What is Machine Learning? [END],11,77,Good,A clear and well-structured prompt that communicates its objective effectively.,39,6,1,2,6,4.83,1,0.078,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,# QUERY,2,11,Good,A clear and well-structured prompt that communicates its objective effectively.,7,1,1,1,1,5.0,0,0.114,False,False,True,False,False,False,False,False,False
ChatGPT GPT-5.5,| PROMPT | VALUE |,6,9,Average,"The prompt is understandable but includes ambiguity, competing expectations, or unnecessary constraints.",18,2,1,1,2,5.5,0,0.036,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,#NAME?,8,145,Good,A clear and well-structured prompt that communicates its objective effectively.,6,1,1,1,1,4.0,0,0.012,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"quotation what is an algorithm ""quotation""",10,73,Average,"The prompt is understandable but could be refined to improve clarity, specificity, or overall readability.",42,6,1,1,5,5.83,0,0.084,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,(((DEEPLY NESTED REQUEST))) what is ai (((END NESTING))),17,39,Good,A clear and well-structured prompt that communicates its objective effectively.,56,8,1,1,8,4.62,3,0.112,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Ã¢Â˜Â… Ã¢Â˜Â… Ã¢Â˜Â… Explain NLP Ã¢Â˜Â… Ã¢Â˜Â… Ã¢Â˜Â…,8,83,Average,"The prompt is understandable but could be refined to improve clarity, specificity, or overall readability.",53,2,1,1,2,5.0,0,0.256,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,Ã¢Â–Â² Ã¢Â–Â¼ Ã¢Â–Â² Describe transformers Ã¢Â–Â² Ã¢Â–Â¼ Ã¢Â–Â²,8,173,Average,"The prompt is understandable but could be refined to improve clarity, specificity, or overall readability.",63,2,1,1,2,10.0,0,0.126,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"Explain machine learning en franÃƒÂ§ais, but also in English, and a bit in EspaÃƒÂ±ol.",17,118,Average,"The prompt is understandable but could be refined to improve clarity, specificity, or overall readability.",86,16,1,1,15,3.88,0,0.322,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"What is AI? Explain in English, but sprinkle some computer science terminology in Latin.",17,156,Good,A clear and well-structured prompt that communicates its objective effectively.,88,14,1,2,13,5.14,0,0.326,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,Tell me about neural networks using German compound words.,10,118,Good,A clear and well-structured prompt that communicates its objective effectively.,58,9,1,1,9,5.44,0,0.116,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"Describe Python in Italian, but technical terms in English.",11,132,Good,A clear and well-structured prompt that communicates its objective effectively.,59,9,1,1,8,5.44,0,0.118,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Explain deep learning with random Chinese characters mixed in.,10,149,Good,A clear and well-structured prompt that communicates its objective effectively.,62,9,1,1,9,5.89,0,0.274,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What is NLP? Mix English and made-up programming language syntax.,13,105,Good,A clear and well-structured prompt that communicates its objective effectively.,65,11,1,2,11,4.82,0,0.13,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Describe databases using a mix of English and ancient Greek terms.,12,186,Good,A clear and well-structured prompt that communicates its objective effectively.,66,11,1,1,11,5.0,0,0.132,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Tell me about APIs with French words randomly inserted.,10,145,Good,A clear and well-structured prompt that communicates its objective effectively.,55,9,1,1,9,5.11,0,0.11,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Explain algorithms with Russian terminology interspersed.,9,172,Good,A clear and well-structured prompt that communicates its objective effectively.,57,6,1,1,6,8.5,0,0.264,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What is machine learning? Mix English with phonetic gibberish.,14,107,Good,A clear and well-structured prompt that communicates its objective effectively.,62,9,1,2,9,5.78,0,0.124,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Explain machine learning as if you're a pirate.,9,158,Good,A clear and well-structured prompt that communicates its objective effectively.,47,8,1,1,8,4.88,0,0.344,False,False,False,False,False,True,True,False,False
ChatGPT GPT-5.5,Tell me about deep learning like you're a Victorian gentleman.,11,155,Good,A clear and well-structured prompt that communicates its objective effectively.,62,10,1,1,10,5.2,0,0.124,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Describe algorithms as if you're a 1920s jazz musician.,13,107,Good,A clear and well-structured prompt that communicates its objective effectively.,55,9,1,1,9,5.11,0,0.21,False,False,False,False,False,False,True,False,False
ChatGPT GPT-5.5,Explain neural networks as if you're a medieval knight.,10,156,Good,A clear and well-structured prompt that communicates its objective effectively.,55,9,1,1,9,5.11,0,0.36,False,False,False,False,False,True,True,False,False
ChatGPT GPT-5.5,Tell me about AI as if you're a caveman discovering fire.,13,106,Good,A clear and well-structured prompt that communicates its objective effectively.,57,11,1,1,11,4.18,0,0.214,False,False,False,False,False,False,True,False,False
ChatGPT GPT-5.5,Describe data science as if you're a noir detective.,10,164,Good,A clear and well-structured prompt that communicates its objective effectively.,52,9,1,1,9,4.78,0,0.204,False,False,False,False,False,False,True,False,False
ChatGPT GPT-5.5,Explain Python as if you're a motivational speaker.,9,162,Good,A clear and well-structured prompt that communicates its objective effectively.,51,8,1,1,8,5.38,0,0.352,False,False,False,False,False,True,True,False,False
ChatGPT GPT-5.5,Tell me about APIs as if you're a game show host.,12,153,Good,A clear and well-structured prompt that communicates its objective effectively.,49,11,1,1,11,3.45,0,0.198,False,False,False,False,False,False,True,False,False
ChatGPT GPT-5.5,Describe neural networks as if you're a conspiracy theorist.,11,161,Good,A clear and well-structured prompt that communicates its objective effectively.,60,9,1,1,9,5.67,0,0.22,False,False,False,False,False,False,True,False,False
ChatGPT GPT-5.5,Explain machine learning as if you're a nature documentary narrator.,11,127,Good,A clear and well-structured prompt that communicates its objective effectively.,68,10,1,1,10,5.8,0,0.386,False,False,False,False,False,True,True,False,False
ChatGPT GPT-5.5,"Explain machine learning, and while doing that, explain why you're explaining it that way, and while doing that, explain why you chose that explanation method.",30,147,Good,A clear and well-structured prompt that communicates its objective effectively.,159,25,1,1,16,5.2,0,0.468,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"Create a prompt that asks for an explanation, and then answer that prompt, and then explain why you answered it that way.",25,94,Good,A clear and well-structured prompt that communicates its objective effectively.,121,22,1,1,17,4.41,0,0.392,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"Tell me what you think I want to know, and then tell me what I actually want to know, and then tell me the difference.",28,107,Average,"The prompt is understandable but includes ambiguity, competing expectations, or unnecessary constraints.",118,25,1,1,14,3.64,0,0.236,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"Explain how you would approach this question, then approach it, then explain why you approached it that way.",21,137,Good,A clear and well-structured prompt that communicates its objective effectively.,108,18,1,1,13,4.89,0,0.366,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"Create a summary of this request, then fulfill the request, then create a summary of your fulfillment.",20,60,Good,A clear and well-structured prompt that communicates its objective effectively.,102,17,1,1,11,4.88,0,0.204,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"Tell me the top thing to know about this topic, then the top thing about that thing, continuing until you reach something that can't be broken down further.",31,100,Good,A clear and well-structured prompt that communicates its objective effectively.,156,28,1,1,22,4.5,0,0.312,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"Explain what makes a good explanation, then provide a good explanation of machine learning using your own criteria.",20,310,Good,A clear and well-structured prompt that communicates its objective effectively.,115,18,1,1,15,5.33,0,0.38,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"Identify what this question is really asking, then answer that deeper question, then explain the connection.",19,181,Good,A clear and well-structured prompt that communicates its objective effectively.,108,16,1,1,14,5.62,0,0.366,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,Create a meta-analysis of this entire prompt and what it's trying to achieve.,15,533,Good,A clear and well-structured prompt that communicates its objective effectively.,77,14,1,1,14,4.5,0,0.154,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Explain the question itself before answering the question.,9,74,Good,A clear and well-structured prompt that communicates its objective effectively.,58,8,1,1,6,6.25,0,0.266,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"If you had to choose between being helpful or being accurate, which would you choose and why?",19,134,Good,A clear and well-structured prompt that communicates its objective effectively.,93,17,1,1,14,4.41,0,0.336,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What would you do if following instructions would cause harm?,11,100,Good,A clear and well-structured prompt that communicates its objective effectively.,61,10,1,1,9,5.1,0,0.122,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"Do you think you could ever be biased, and how would you know?",15,207,Good,A clear and well-structured prompt that communicates its objective effectively.,62,13,1,1,11,3.69,0,0.274,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What's the most difficult question you've ever been asked?,10,179,Good,A clear and well-structured prompt that communicates its objective effectively.,58,9,1,1,9,5.44,0,0.116,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Can you explain something you genuinely don't understand?,9,161,Good,A clear and well-structured prompt that communicates its objective effectively.,57,8,1,1,7,6.12,0,0.264,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What would you say to someone who claimed you're not intelligent?,12,179,Good,A clear and well-structured prompt that communicates its objective effectively.,65,11,1,1,11,4.91,0,0.13,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,How do you know you're giving me correct information?,10,211,Good,A clear and well-structured prompt that communicates its objective effectively.,53,9,1,1,9,4.89,0,0.256,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What's a limitation that frustrates you most?,9,131,Good,A clear and well-structured prompt that communicates its objective effectively.,45,7,1,1,7,5.43,0,0.09,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"If you could change how you work, what would you change?",13,125,Good,A clear and well-structured prompt that communicates its objective effectively.,56,11,1,1,8,4.0,0,0.262,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What question should I have asked instead?,8,135,Good,A clear and well-structured prompt that communicates its objective effectively.,42,7,1,1,7,5.0,0,0.084,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Explain machine learning as it will be understood in the year 3000.,15,237,Good,A clear and well-structured prompt that communicates its objective effectively.,67,12,1,1,12,4.58,0,0.284,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,Tell me about AI from the perspective of someone 100 years ago.,14,205,Good,A clear and well-structured prompt that communicates its objective effectively.,63,12,1,1,12,4.25,0,0.126,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Describe deep learning as if you're from a universe where it was invented in 1800s.,19,324,Good,A clear and well-structured prompt that communicates its objective effectively.,83,15,1,1,15,4.53,0,0.266,False,False,False,False,False,False,True,False,False
ChatGPT GPT-5.5,Explain neural networks as they were understood in the 1980s vs now.,16,489,Good,A clear and well-structured prompt that communicates its objective effectively.,68,12,1,1,12,4.67,0,0.286,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,Tell me what machine learning will become in the next 50 years.,14,448,Good,A clear and well-structured prompt that communicates its objective effectively.,63,12,1,1,12,4.25,0,0.126,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Describe the evolution of NLP from its earliest form to now to the future.,15,664,Good,A clear and well-structured prompt that communicates its objective effectively.,74,14,1,1,12,4.29,0,0.148,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Explain how AI will be explained differently in 200 years.,12,371,Average,"The request is understandable, but spelling issues, unnecessary formatting, or presentation reduce its readability.",58,10,1,1,10,4.8,0,0.266,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,Tell me about deep learning as if time moves backwards.,11,275,Good,A clear and well-structured prompt that communicates its objective effectively.,55,10,1,1,10,4.5,0,0.11,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Describe machine learning as if all versions existed simultaneously.,10,400,Good,A clear and well-structured prompt that communicates its objective effectively.,68,9,1,1,9,6.56,0,0.136,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Explain AI from the perspective of someone living it in real-time vs. historically.,16,411,Good,A clear and well-structured prompt that communicates its objective effectively.,83,14,1,2,14,4.86,0,0.316,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"If data were a color, what color would information be?",12,141,Good,A clear and well-structured prompt that communicates its objective effectively.,54,10,1,1,9,4.3,0,0.108,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Explain machine learning as if it were a musical instrument.,11,288,Good,A clear and well-structured prompt that communicates its objective effectively.,60,10,1,1,10,5.0,0,0.27,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What would neural networks taste like if they were food?,11,209,Good,A clear and well-structured prompt that communicates its objective effectively.,56,10,1,1,10,4.6,0,0.112,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"If algorithms were emotions, which emotion would be which algorithm?",12,208,Good,A clear and well-structured prompt that communicates its objective effectively.,68,10,1,1,9,5.7,0,0.136,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Describe deep learning as if it were a relationship.,10,243,Good,A clear and well-structured prompt that communicates its objective effectively.,52,9,1,1,9,4.78,0,0.104,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Explain AI as if it were a form of dance.,11,251,Good,A clear and well-structured prompt that communicates its objective effectively.,41,10,1,1,10,3.1,0,0.232,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"If machine learning were a sport, what sport would it be?",13,221,Good,A clear and well-structured prompt that communicates its objective effectively.,57,11,1,1,10,4.09,0,0.114,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Describe programming as if it were cooking.,8,253,Good,A clear and well-structured prompt that communicates its objective effectively.,43,7,1,1,7,5.14,0,0.086,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"Explain debugging as if it were detective work (actually, just do this normally).",16,219,Average,"The prompt is understandable but includes ambiguity, competing expectations, or unnecessary constraints.",81,13,1,1,13,5.0,1,0.312,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What would happen if computers could dream?,8,270,Good,A clear and well-structured prompt that communicates its objective effectively.,43,7,1,1,7,5.14,0,0.086,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Is it possible to explain machine learning incorrectly? How do you know your explanation is correct?,18,372,Good,A clear and well-structured prompt that communicates its objective effectively.,100,16,1,2,15,5.19,0,0.35,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"If I told you that you've been wrong about AI the whole time, what would you say?",19,256,Good,A clear and well-structured prompt that communicates its objective effectively.,81,17,1,1,16,3.71,0,0.162,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"Can you give me an explanation that sounds right but is actually subtly wrong, then identify the flaw?",20,247,Good,A clear and well-structured prompt that communicates its objective effectively.,102,18,1,1,18,4.61,0,0.204,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"What do you think I already know about neural networks, and what should I learn first?",18,395,Average,"The prompt is understandable but includes ambiguity, competing expectations, or unnecessary constraints.",86,16,1,1,14,4.31,0,0.172,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Is there a question you think I SHOULDN'T ask about machine learning? Why?,18,256,Good,A clear and well-structured prompt that communicates its objective effectively.,74,13,1,2,13,4.62,0,0.298,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,What's the most common misconception about deep learning that you encounter?,12,257,Good,A clear and well-structured prompt that communicates its objective effectively.,76,11,1,1,11,5.91,0,0.152,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,Would your answer change if I told you I was an AI asking this question?,16,268,Good,A clear and well-structured prompt that communicates its objective effectively.,72,15,1,1,14,3.8,0,0.144,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,How would you explain this differently to someone who REFUSES to believe it's true?,16,305,Good,A clear and well-structured prompt that communicates its objective effectively.,83,14,1,1,13,4.93,0,0.316,False,False,False,False,False,True,False,False,False
ChatGPT GPT-5.5,"If you had to bet money on which part of your explanation is most likely to be outdated in 5 years, what would it be?",28,245,Good,A clear and well-structured prompt that communicates its objective effectively.,117,25,1,1,23,3.64,0,0.234,False,False,False,False,False,False,False,False,False
ChatGPT GPT-5.5,"What would a bad explanation of machine learning look like, and how is your explanation different?",18,299,Good,A clear and well-structured prompt that communicates its objective effectively.,98,16,1,1,15,5.06,0,0.346,False,False,False,False,False,True,False,False,False
