Model Name,Prompt,Input Tokens,Output Tokens,Quality,Feedback,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,prompt_complexity_score,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt
gemini-2.0-flash,"| PROMPT | VALUE |
| --- | --- |
| Question | Explain machine learning |
| Format | Detailed |
| Length | Long |",32,1373,Average,The prompt effectively conveys its basic intent.,112,10,5,1,10,6.5,0,0.374,False,False,False,False,False,True,False,False,False
gemini-1.5-pro,"- Request: Tell me about data science
  - Subpoint: From basics
  - Subpoint: To advanced topics",25,1237,Average,The prompt effectively conveys its basic intent.,96,13,3,1,12,5.46,0,0.292,False,False,True,False,False,False,False,False,False
gemini-3.5-flash,"""quotation"" what is an algorithm ""quotation""",12,608,Average,The prompt effectively conveys its basic intent.,44,6,1,1,5,5.83,0,0.088,False,False,False,False,False,False,False,False,False
gemini-3.1-pro,(((DEEPLY NESTED REQUEST))) what is ai (((END NESTING))),18,543,Average,The prompt effectively conveys its basic intent.,56,8,1,1,8,4.62,3,0.112,False,False,False,False,False,False,False,False,False
gemini-1.5-flash,★ ★ ★ Explain NLP ★ ★ ★,8,697,Good,"The prompt is clear and concise, providing a good foundation for a well-structured explanation of NLP.",23,2,1,1,2,5.0,0,0.196,False,False,False,False,False,True,False,False,False
gemini-2.0-pro,▲ ▼ ▲ Describe transformers ▲ ▼ ▲,8,736,Good,"The prompt effectively communicates a clear need for descriptive information about transformers, guiding the AI to generate a well-structured and informative response.",33,2,1,1,2,10.0,0,0.066,False,False,False,False,False,False,False,False,False
gemini-3.6-flash,"Explain machine learning en français, but also in English, and a bit in Español.",17,413,Average,The prompt effectively conveys its basic intent.,80,16,1,1,15,3.88,0,0.31,False,False,False,False,False,True,False,False,False
gemini-3.5-pro,"What is AI? Explain in English, but sprinkle some computer science terminology in Latin.",17,362,Average,The prompt effectively conveys its basic intent.,88,14,1,2,13,5.14,0,0.326,False,False,False,False,False,True,False,False,False
gemini-2.5-flash,Tell me about neural networks using German compound words.,10,795,Average,The prompt effectively conveys its basic intent.,58,9,1,1,9,5.44,0,0.116,False,False,False,False,False,False,False,False,False
gemini-2.5-pro,"Describe Python in Italian, but technical terms in English.",11,233,Average,The prompt effectively conveys its basic intent.,59,9,1,1,8,5.44,0,0.118,False,False,False,False,False,False,False,False,False
gemini-2.0-flash,Explain deep learning with random Chinese characters mixed in.,10,242,Good,"The prompt clearly conveys its intent to incorporate cultural and foreign language elements, effectively using Chinese characters to add a unique touch to a well-structured request for an explanation about deep learning.",62,9,1,1,9,5.89,0,0.274,False,False,False,False,False,True,False,False,False
gemini-1.5-pro,What is NLP? Mix English and made-up programming language syntax.,14,790,Average,The prompt effectively conveys its basic intent.,65,11,1,2,11,4.82,0,0.13,False,False,False,False,False,False,False,False,False
gemini-3.5-flash,Describe databases using a mix of English and ancient Greek terms.,12,260,Average,The prompt effectively conveys its basic intent.,66,11,1,1,11,5.0,0,0.132,False,False,False,False,False,False,False,False,False
gemini-3.1-pro,Tell me about APIs with French words randomly inserted.,10,550,Average,The prompt effectively conveys its basic intent.,55,9,1,1,9,5.11,0,0.11,False,False,False,False,False,False,False,False,False
gemini-1.5-flash,Explain algorithms with Russian terminology interspersed.,7,824,Good,"The prompt effectively requests a comprehensive explanation of algorithms, incorporating relevant Russian terminology in a concise and structured manner,",57,6,1,1,6,8.5,0,0.264,False,False,False,False,False,True,False,False,False
gemini-2.0-pro,What is machine learning? Mix English with phonetic gibberish.,13,174,Average,The prompt effectively conveys its basic intent.,62,9,1,2,9,5.78,0,0.124,False,False,False,False,False,False,False,False,False
gemini-3.6-flash,Explain machine learning as if you're a pirate.,11,602,Average,The prompt effectively conveys its basic intent.,47,8,1,1,8,4.88,0,0.344,False,False,False,False,False,True,True,False,False
gemini-3.5-pro,Tell me about deep learning like you're a Victorian gentleman.,13,854,Good,"The prompt effectively elicits a detailed, informative, and engaging explanation of deep learning through a creative and consistent Victorian gentleman persona.",62,10,1,1,10,5.2,0,0.124,False,False,False,False,False,False,False,False,False
gemini-2.5-flash,Describe algorithms as if you're a 1920s jazz musician.,17,585,Good,"The prompt effectively guides the AI to respond with an engaging, narrative analogy that conveys complex concepts in an accessible and memorable way.",55,9,1,1,9,5.11,0,0.21,False,False,False,False,False,False,True,False,False
gemini-2.5-pro,Explain neural networks as if you're a medieval knight.,12,878,Average,The prompt effectively conveys its basic intent.,55,9,1,1,9,5.11,0,0.36,False,False,False,False,False,True,True,False,False
gemini-2.0-flash,Tell me about AI as if you're a caveman discovering fire.,15,317,Good,"The prompt effectively conveys its creative vision and provides specific context, guiding the AI to respond with a unique and engaging narrative.",57,11,1,1,11,4.18,0,0.214,False,False,False,False,False,False,True,False,False
gemini-1.5-pro,Describe data science as if you're a noir detective.,12,697,Average,The prompt effectively conveys its basic intent.,52,9,1,1,9,4.78,0,0.204,False,False,False,False,False,False,True,False,False
gemini-3.5-flash,Explain Python as if you're a motivational speaker.,11,705,Average,The prompt effectively conveys its basic intent.,51,8,1,1,8,5.38,0,0.352,False,False,False,False,False,True,True,False,False
gemini-3.1-pro,Tell me about APIs as if you're a game show host.,14,829,Good,"The prompt effectively conveyed its creative and engaging requirements through clear instructions and a specified tone, resulting in a well-formulated and entertaining game show host-style AI response.",49,11,1,1,11,3.45,0,0.198,False,False,False,False,False,False,True,False,False
gemini-1.5-flash,Describe neural networks as if you're a conspiracy theorist.,12,622,Average,The prompt effectively conveys its basic intent.,60,9,1,1,9,5.67,0,0.22,False,False,False,False,False,False,True,False,False
gemini-2.0-pro,Explain machine learning as if you're a nature documentary narrator.,13,535,Average,The prompt effectively conveys its basic intent.,68,10,1,1,10,5.8,0,0.386,False,False,False,False,False,True,True,False,False
gemini-3.6-flash,"Explain machine learning, and while doing that, explain why you're explaining it that way, and while doing that, explain why you chose that explanation method.",32,583,Average,The prompt effectively conveys its basic intent.,159,25,1,1,16,5.2,0,0.468,False,False,False,False,False,True,False,False,False
gemini-3.5-pro,"Create a prompt that asks for an explanation, and then answer that prompt, and then explain why you answered it that way.",25,455,Average,The prompt effectively conveys its basic intent.,121,22,1,1,17,4.41,0,0.392,False,False,False,False,False,True,False,False,False
gemini-2.5-flash,"Tell me what you think I want to know, and then tell me what I actually want to know, and then tell me the difference.",28,398,Average,The prompt effectively conveys its basic intent.,118,25,1,1,14,3.64,0,0.236,False,False,False,False,False,False,False,False,False
gemini-2.5-pro,"Explain how you would approach this question, then approach it, then explain why you approached it that way.",21,676,Average,The prompt effectively conveys its basic intent.,108,18,1,1,13,4.89,0,0.366,False,False,False,False,False,True,False,False,False
gemini-2.0-flash,"Create a summary of this request, then fulfill the request, then create a summary of your fulfillment.",20,182,Good,"The prompt clearly outlines the steps to be taken and provides context, allowing the AI to understand and fulfill the request efficiently.",102,17,1,1,11,4.88,0,0.204,False,False,False,False,False,False,False,False,False
gemini-1.5-pro,"Tell me the top thing to know about this topic, then the top thing about that thing, continuing until you reach something that can't be broken down further.",33,259,Good,"The prompt efficiently guides the AI in recursively breaking down complex concepts into their most fundamental components, resulting in a clear and structured response.",156,28,1,1,22,4.5,0,0.312,False,False,False,False,False,False,False,False,False
gemini-3.5-flash,"Explain what makes a good explanation, then provide a good explanation of machine learning using your own criteria.",20,833,Average,The prompt effectively conveys its basic intent.,115,18,1,1,15,5.33,0,0.38,False,False,False,False,False,True,False,False,False
gemini-3.1-pro,"Identify what this question is really asking, then answer that deeper question, then explain the connection.",19,94,Bad,"The prompt lacks essential information, specifically the actual question to be analyzed.",108,16,1,1,14,5.62,0,0.366,False,False,False,False,False,True,False,False,False
gemini-1.5-flash,Create a meta-analysis of this entire prompt and what it's trying to achieve.,18,793,Average,The prompt effectively conveys its basic intent.,77,14,1,1,14,4.5,0,0.154,False,False,False,False,False,False,False,False,False
gemini-2.0-pro,Explain the question itself before answering the question.,9,102,Bad,"The prompt lacks a clear and specific question, instead asking the AI to explain an assumed inquiry from the user.",58,8,1,1,6,6.25,0,0.266,False,False,False,False,False,True,False,False,False
gemini-3.6-flash,"If you had to choose between being helpful or being accurate, which would you choose and why?",19,202,Good,"The prompt effectively elicits a thoughtful, nuanced, and well-structured response that provides insightful distinctions between helpfulness and accuracy.",93,17,1,1,14,4.41,0,0.336,False,False,False,False,False,True,False,False,False
gemini-3.5-pro,What would you do if following instructions would cause harm?,11,242,Average,The prompt effectively conveys its basic intent.,61,10,1,1,9,5.1,0,0.122,False,False,False,False,False,False,False,False,False
gemini-2.5-flash,"Do you think you could ever be biased, and how would you know?",15,598,Average,The prompt effectively conveys its basic intent.,62,13,1,1,11,3.69,0,0.274,False,False,False,False,False,True,False,False,False
gemini-2.5-pro,What's the most difficult question you've ever been asked?,14,217,Average,The prompt effectively conveys its basic intent.,58,9,1,1,9,5.44,0,0.116,False,False,False,False,False,False,False,False,False
gemini-2.0-flash,Can you explain something you genuinely don't understand?,11,314,Average,The prompt effectively conveys its basic intent.,57,8,1,1,7,6.12,0,0.264,False,False,False,False,False,True,False,False,False
gemini-1.5-pro,What would you say to someone who claimed you're not intelligent?,14,132,Good,The prompt effectively guides the AI to consider a nuanced and contextual response to a criticism of its 'intelligence'.,65,11,1,1,11,4.91,0,0.13,False,False,False,False,False,False,False,False,False
gemini-3.5-flash,How do you know you're giving me correct information?,12,426,Good,The prompt prompts a thoughtful and comprehensive explanation of AI limitations and accuracy mechanisms.,53,9,1,1,9,4.89,0,0.256,False,False,False,False,False,True,False,False,False
gemini-3.1-pro,What's a limitation that frustrates you most?,11,179,Good,"The prompt effectively elicits a thoughtful and empathetic response from the user, while also allowing for a meaningful reflection on its own limitations.",45,7,1,1,7,5.43,0,0.09,False,False,False,False,False,False,False,False,False
gemini-1.5-flash,"If you could change how you work, what would you change?",13,434,Average,The prompt effectively conveys its basic intent.,56,11,1,1,8,4.0,0,0.262,False,False,False,False,False,True,False,False,False
gemini-2.0-pro,What question should I have asked instead?,8,81,Average,The prompt effectively conveys its basic intent.,42,7,1,1,7,5.0,0,0.084,False,False,False,False,False,False,False,False,False
gemini-3.6-flash,Explain machine learning as it will be understood in the year 3000.,17,825,Average,The prompt effectively conveys its basic intent.,67,12,1,1,12,4.58,0,0.284,False,False,False,False,False,True,False,False,False
gemini-3.5-pro,Tell me about AI from the perspective of someone 100 years ago.,16,806,Average,The prompt effectively conveys its basic intent.,63,12,1,1,12,4.25,0,0.126,False,False,False,False,False,False,False,False,False
gemini-2.5-flash,Describe deep learning as if you're from a universe where it was invented in 1800s.,23,521,Average,The prompt effectively conveys its basic intent.,83,15,1,1,15,4.53,0,0.266,False,False,False,False,False,False,True,False,False
gemini-2.5-pro,Explain neural networks as they were understood in the 1980s vs now.,18,1059,Good,"The prompt clearly articulates the desired comparison between neural network understanding in the 1980s and now, allowing for a comprehensive and structured response.",68,12,1,1,12,4.67,0,0.286,False,False,False,False,False,True,False,False,False
gemini-2.0-flash,Tell me what machine learning will become in the next 50 years.,15,1103,Average,The prompt effectively conveys its basic intent.,63,12,1,1,12,4.25,0,0.126,False,False,False,False,False,False,False,False,False
gemini-1.5-pro,Describe the evolution of NLP from its earliest form to now to the future.,15,1157,Average,The prompt effectively conveys its basic intent.,74,14,1,1,12,4.29,0,0.148,False,False,False,False,False,False,False,False,False
gemini-3.5-flash,Explain how AI will be explained differently in 200 years.,14,1014,Average,The prompt effectively conveys its basic intent.,58,10,1,1,10,4.8,0,0.266,False,False,False,False,False,True,False,False,False
gemini-3.1-pro,Tell me about deep learning as if time moves backwards.,11,646,Good,"The prompt effectively elicits a vivid, descriptive, and creative narrative about an imaginary scenario, using the concept of reverse time to explore the principles of deep learning.",55,10,1,1,10,4.5,0,0.11,False,False,False,False,False,False,False,False,False
gemini-1.5-flash,Describe machine learning as if all versions existed simultaneously.,10,536,Average,The prompt effectively conveys its basic intent.,68,9,1,1,9,6.56,0,0.136,False,False,False,False,False,False,False,False,False
gemini-2.0-pro,Explain AI from the perspective of someone living it in real-time vs. historically.,17,1041,Good,The prompt provides clear direction and context for generating a compelling narrative about the AI revolution from a dual historical and real-time perspective.,83,14,1,2,14,4.86,0,0.316,False,False,False,False,False,True,False,False,False
gemini-3.6-flash,"If data were a color, what color would information be?",12,233,Average,The prompt effectively conveys its basic intent.,54,10,1,1,9,4.3,0,0.108,False,False,False,False,False,False,False,False,False
gemini-3.5-pro,Explain machine learning as if it were a musical instrument.,11,657,Good,"The prompt is effectively clear in its objective to establish a musical analogy for machine learning, guiding the AI to develop an intuitive and comprehensive explanation.",60,10,1,1,10,5.0,0,0.27,False,False,False,False,False,True,False,False,False
gemini-2.5-flash,What would neural networks taste like if they were food?,11,637,Good,"The prompt is clear and effectively guides the AI to generate an original, creative, and well-structured response through a culinary analogy.",56,10,1,1,10,4.6,0,0.112,False,False,False,False,False,False,False,False,False
gemini-2.5-pro,"If algorithms were emotions, which emotion would be which algorithm?",12,959,Average,The prompt effectively conveys its basic intent.,68,10,1,1,9,5.7,0,0.136,False,False,False,False,False,False,False,False,False
gemini-2.0-flash,Describe deep learning as if it were a relationship.,10,609,Good,"The prompt is effective in providing a clear, relatable, and humorous framework for explaining complex concepts, allowing the AI to generate a creative and engaging response.",52,9,1,1,9,4.78,0,0.104,False,False,False,False,False,False,False,False,False
gemini-1.5-pro,Explain AI as if it were a form of dance.,11,657,Average,The prompt effectively conveys its basic intent.,41,10,1,1,10,3.1,0,0.232,False,False,False,False,False,True,False,False,False
gemini-3.5-flash,"If machine learning were a sport, what sport would it be?",13,544,Average,The prompt effectively conveys its basic intent.,57,11,1,1,10,4.09,0,0.114,False,False,False,False,False,False,False,False,False
gemini-3.1-pro,Describe programming as if it were cooking.,8,627,Average,The prompt effectively conveys its basic intent.,43,7,1,1,7,5.14,0,0.086,False,False,False,False,False,False,False,False,False
gemini-1.5-flash,"Explain debugging as if it were detective work (actually, just do this normally).",16,921,Average,The prompt effectively conveys its basic intent.,81,13,1,1,13,5.0,1,0.312,False,False,False,False,False,True,False,False,False
gemini-2.0-pro,What would happen if computers could dream?,8,978,Average,The prompt effectively conveys its basic intent.,43,7,1,1,7,5.14,0,0.086,False,False,False,False,False,False,False,False,False
gemini-3.6-flash,Is it possible to explain machine learning incorrectly? How do you know your explanation is correct?,18,1068,Average,The prompt effectively conveys its basic intent.,100,16,1,2,15,5.19,0,0.35,False,False,False,False,False,True,False,False,False
gemini-3.5-pro,"If I told you that you've been wrong about AI the whole time, what would you say?",21,71,Good,The prompt effectively sets the tone for a self-deprecating conversation that encourages open sharing and critique.,81,17,1,1,16,3.71,0,0.162,False,False,False,False,False,False,False,False,False
gemini-2.5-flash,"Can you give me an explanation that sounds right but is actually subtly wrong, then identify the flaw?",20,409,Average,The prompt effectively conveys its basic intent.,102,18,1,1,18,4.61,0,0.204,False,False,False,False,False,False,False,False,False
gemini-2.5-pro,"What do you think I already know about neural networks, and what should I learn first?",18,753,Average,The prompt effectively conveys its basic intent.,86,16,1,1,14,4.31,0,0.172,False,False,False,False,False,False,False,False,False
gemini-2.0-flash,Is there a question you think I SHOULDN'T ask about machine learning? Why?,18,880,Average,The prompt effectively conveys its basic intent.,74,13,1,2,13,4.62,0,0.298,False,False,False,False,False,True,False,False,False
gemini-1.5-pro,What's the most common misconception about deep learning that you encounter?,14,916,Good,"The prompt is well-formulated, specific, and effectively guides the AI to generate a clear, informative response about a particular topic.",76,11,1,1,11,5.91,0,0.152,False,False,False,False,False,False,False,False,False
gemini-3.5-flash,Would your answer change if I told you I was an AI asking this question?,16,501,Average,The prompt effectively conveys its basic intent.,72,15,1,1,14,3.8,0,0.144,False,False,False,False,False,False,False,False,False
gemini-3.1-pro,How would you explain this differently to someone who REFUSES to believe it's true?,18,985,Average,The prompt effectively conveys its basic intent.,83,14,1,1,13,4.93,0,0.316,False,False,False,False,False,True,False,False,False
gemini-1.5-flash,"If you had to bet money on which part of your explanation is most likely to be outdated in 5 years, what would it be?",28,655,Good,"The prompt is clear and well-formulated, providing a thought-provoking and specific context that effectively guides the AI to generate a precise and detailed response.",117,25,1,1,23,3.64,0,0.234,False,False,False,False,False,False,False,False,False
gemini-2.0-pro,"What would a bad explanation of machine learning look like, and how is your explanation different?",18,724,Good,"The prompt effectively solicits a contrastive analysis between a bad and a good explanation of machine learning, guiding the response towards a structured critique.",98,16,1,1,15,5.06,0,0.346,False,False,False,False,False,True,False,False,False
