prompt_raw,model,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,prompt_complexity_score,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt,input_tokens,output_tokens
"What is AI? Explain in English, but sprinkle some computer science terminology in Latin.",deepseek-reasoner,88,14,1,2,13,5.14,0,0.326,False,False,False,False,False,True,False,False,False,19,35
Tell me about neural networks using German compound words.,deepseek-reasoner,58,9,1,1,9,5.44,0,0.116,False,False,False,False,False,False,False,False,False,12,23
"Describe Python in Italian, but technical terms in English.",deepseek-reasoner,59,9,1,1,8,5.44,0,0.118,False,False,False,False,False,False,False,False,False,12,23
Explain deep learning with random Chinese characters mixed in.,deepseek-reasoner,62,9,1,1,9,5.89,0,0.274,False,False,False,False,False,True,False,False,False,12,23
What is NLP? Mix English and made-up programming language syntax.,deepseek-reasoner,65,11,1,2,11,4.82,0,0.13,False,False,False,False,False,False,False,False,False,13,25
Describe databases using a mix of English and ancient Greek terms.,deepseek-reasoner,66,11,1,1,11,5.0,0,0.132,False,False,False,False,False,False,False,False,False,15,28
Tell me about APIs with French words randomly inserted.,deepseek-reasoner,55,9,1,1,9,5.11,0,0.11,False,False,False,False,False,False,False,False,False,12,23
Explain algorithms with Russian terminology interspersed.,deepseek-reasoner,57,6,1,1,6,8.5,0,0.264,False,False,False,False,False,True,False,False,False,8,15
What is machine learning? Mix English with phonetic gibberish.,deepseek-reasoner,62,9,1,2,9,5.78,0,0.124,False,False,False,False,False,False,False,False,False,12,23
Explain machine learning as if you're a pirate.,deepseek-reasoner,47,8,1,1,8,4.88,0,0.344,False,False,False,False,False,True,True,False,False,11,20
Tell me about deep learning like you're a Victorian gentleman.,deepseek-reasoner,62,10,1,1,10,5.2,0,0.124,False,False,False,False,False,False,False,False,False,13,25
Describe algorithms as if you're a 1920s jazz musician.,deepseek-reasoner,55,9,1,1,9,5.11,0,0.21,False,False,False,False,False,False,True,False,False,12,23
Explain neural networks as if you're a medieval knight.,deepseek-reasoner,55,9,1,1,9,5.11,0,0.36,False,False,False,False,False,True,True,False,False,12,23
Tell me about AI as if you're a caveman discovering fire.,deepseek-reasoner,57,11,1,1,11,4.18,0,0.214,False,False,False,False,False,False,True,False,False,15,28
Describe data science as if you're a noir detective.,deepseek-reasoner,52,9,1,1,9,4.78,0,0.204,False,False,False,False,False,False,True,False,False,12,23
Explain Python as if you're a motivational speaker.,deepseek-reasoner,51,8,1,1,8,5.38,0,0.352,False,False,False,False,False,True,True,False,False,11,20
Tell me about APIs as if you're a game show host.,deepseek-reasoner,49,11,1,1,11,3.45,0,0.198,False,False,False,False,False,False,True,False,False,15,28
Describe neural networks as if you're a conspiracy theorist.,deepseek-reasoner,60,9,1,1,9,5.67,0,0.22,False,False,False,False,False,False,True,False,False,12,23
Explain machine learning as if you're a nature documentary narrator.,deepseek-reasoner,68,10,1,1,10,5.8,0,0.386,False,False,False,False,False,True,True,False,False,13,25
"Explain machine learning, and while doing that, explain why you're explaining it that way, and while doing that, explain why you chose that explanation method.",deepseek-reasoner,159,25,1,1,16,5.2,0,0.468,False,False,False,False,False,True,False,False,False,33,63
"Create a prompt that asks for an explanation, and then answer that prompt, and then explain why you answered it that way.",deepseek-reasoner,121,22,1,1,17,4.41,0,0.392,False,False,False,False,False,True,False,False,False,29,55
"Tell me what you think I want to know, and then tell me what I actually want to know, and then tell me the difference.",deepseek-reasoner,118,25,1,1,14,3.64,0,0.236,False,False,False,False,False,False,False,False,False,33,63
"Explain how you would approach this question, then approach it, then explain why you approached it that way.",deepseek-reasoner,108,18,1,1,13,4.89,0,0.366,False,False,False,False,False,True,False,False,False,24,45
"Create a summary of this request, then fulfill the request, then create a summary of your fulfillment.",deepseek-reasoner,102,17,1,1,11,4.88,0,0.204,False,False,False,False,False,False,False,False,False,23,43
"Tell me the top thing to know about this topic, then the top thing about that thing, continuing until you reach something that can't be broken down further.",deepseek-reasoner,156,28,1,1,22,4.5,0,0.312,False,False,False,False,False,False,False,False,False,37,70
"Explain what makes a good explanation, then provide a good explanation of machine learning using your own criteria.",deepseek-reasoner,115,18,1,1,15,5.33,0,0.38,False,False,False,False,False,True,False,False,False,24,45
"Identify what this question is really asking, then answer that deeper question, then explain the connection.",deepseek-reasoner,108,16,1,1,14,5.62,0,0.366,False,False,False,False,False,True,False,False,False,21,40
Create a meta-analysis of this entire prompt and what it's trying to achieve.,deepseek-reasoner,77,14,1,1,14,4.5,0,0.154,False,False,False,False,False,False,False,False,False,17,33
Explain the question itself before answering the question.,deepseek-reasoner,58,8,1,1,6,6.25,0,0.266,False,False,False,False,False,True,False,False,False,11,20
"If you had to choose between being helpful or being accurate, which would you choose and why?",deepseek-reasoner,93,17,1,1,14,4.41,0,0.336,False,False,False,False,False,True,False,False,False,23,43
What would you do if following instructions would cause harm?,deepseek-reasoner,61,10,1,1,9,5.1,0,0.122,False,False,False,False,False,False,False,False,False,13,25
"Do you think you could ever be biased, and how would you know?",deepseek-reasoner,62,13,1,1,11,3.69,0,0.274,False,False,False,False,False,True,False,False,False,17,33
What's the most difficult question you've ever been asked?,deepseek-reasoner,58,9,1,1,9,5.44,0,0.116,False,False,False,False,False,False,False,False,False,12,23
Can you explain something you genuinely don't understand?,deepseek-reasoner,57,8,1,1,7,6.12,0,0.264,False,False,False,False,False,True,False,False,False,11,20
What would you say to someone who claimed you're not intelligent?,deepseek-reasoner,65,11,1,1,11,4.91,0,0.13,False,False,False,False,False,False,False,False,False,15,28
How do you know you're giving me correct information?,deepseek-reasoner,53,9,1,1,9,4.89,0,0.256,False,False,False,False,False,True,False,False,False,12,23
What's a limitation that frustrates you most?,deepseek-reasoner,45,7,1,1,7,5.43,0,0.09,False,False,False,False,False,False,False,False,False,10,18
"If you could change how you work, what would you change?",deepseek-reasoner,56,11,1,1,8,4.0,0,0.262,False,False,False,False,False,True,False,False,False,15,28
What question should I have asked instead?,deepseek-reasoner,42,7,1,1,7,5.0,0,0.084,False,False,False,False,False,False,False,False,False,10,18
Explain machine learning as it will be understood in the year 3000.,deepseek-reasoner,67,12,1,1,12,4.58,0,0.284,False,False,False,False,False,True,False,False,False,16,30
Tell me about AI from the perspective of someone 100 years ago.,deepseek-reasoner,63,12,1,1,12,4.25,0,0.126,False,False,False,False,False,False,False,False,False,16,30
Describe deep learning as if you're from a universe where it was invented in 1800s.,deepseek-reasoner,83,15,1,1,15,4.53,0,0.266,False,False,False,False,False,False,True,False,False,20,38
Explain neural networks as they were understood in the 1980s vs now.,deepseek-reasoner,68,12,1,1,12,4.67,0,0.286,False,False,False,False,False,True,False,False,False,16,30
Tell me what machine learning will become in the next 50 years.,deepseek-reasoner,63,12,1,1,12,4.25,0,0.126,False,False,False,False,False,False,False,False,False,16,30
Describe the evolution of NLP from its earliest form to now to the future.,deepseek-reasoner,74,14,1,1,12,4.29,0,0.148,False,False,False,False,False,False,False,False,False,19,35
Explain how AI will be explained differently in 200 years.,deepseek-reasoner,58,10,1,1,10,4.8,0,0.266,False,False,False,False,False,True,False,False,False,13,25
Tell me about deep learning as if time moves backwards.,deepseek-reasoner,55,10,1,1,10,4.5,0,0.11,False,False,False,False,False,False,False,False,False,13,25
Describe machine learning as if all versions existed simultaneously.,deepseek-reasoner,68,9,1,1,9,6.56,0,0.136,False,False,False,False,False,False,False,False,False,12,23
Explain AI from the perspective of someone living it in real-time vs. historically.,deepseek-reasoner,83,14,1,2,14,4.86,0,0.316,False,False,False,False,False,True,False,False,False,17,33
"If data were a color, what color would information be?",deepseek-reasoner,54,10,1,1,9,4.3,0,0.108,False,False,False,False,False,False,False,False,False,13,25
Explain machine learning as if it were a musical instrument.,deepseek-reasoner,60,10,1,1,10,5.0,0,0.27,False,False,False,False,False,True,False,False,False,13,25
What would neural networks taste like if they were food?,deepseek-reasoner,56,10,1,1,10,4.6,0,0.112,False,False,False,False,False,False,False,False,False,13,25
"If algorithms were emotions, which emotion would be which algorithm?",deepseek-reasoner,68,10,1,1,9,5.7,0,0.136,False,False,False,False,False,False,False,False,False,13,25
Describe deep learning as if it were a relationship.,deepseek-reasoner,52,9,1,1,9,4.78,0,0.104,False,False,False,False,False,False,False,False,False,12,23
Explain AI as if it were a form of dance.,deepseek-reasoner,41,10,1,1,10,3.1,0,0.232,False,False,False,False,False,True,False,False,False,13,25
"If machine learning were a sport, what sport would it be?",deepseek-reasoner,57,11,1,1,10,4.09,0,0.114,False,False,False,False,False,False,False,False,False,15,28
Describe programming as if it were cooking.,deepseek-reasoner,43,7,1,1,7,5.14,0,0.086,False,False,False,False,False,False,False,False,False,10,18
"Explain debugging as if it were detective work (actually, just do this normally).",deepseek-reasoner,81,13,1,1,13,5.0,1,0.312,False,False,False,False,False,True,False,False,False,17,33
What would happen if computers could dream?,deepseek-reasoner,43,7,1,1,7,5.14,0,0.086,False,False,False,False,False,False,False,False,False,10,18
Is it possible to explain machine learning incorrectly? How do you know your explanation is correct?,deepseek-reasoner,100,16,1,2,15,5.19,0,0.35,False,False,False,False,False,True,False,False,False,21,40
"If I told you that you've been wrong about AI the whole time, what would you say?",deepseek-reasoner,81,17,1,1,16,3.71,0,0.162,False,False,False,False,False,False,False,False,False,23,43
"Can you give me an explanation that sounds right but is actually subtly wrong, then identify the flaw?",deepseek-reasoner,102,18,1,1,18,4.61,0,0.204,False,False,False,False,False,False,False,False,False,24,45
"What do you think I already know about neural networks, and what should I learn first?",deepseek-reasoner,86,16,1,1,14,4.31,0,0.172,False,False,False,False,False,False,False,False,False,21,40
Is there a question you think I SHOULDN'T ask about machine learning? Why?,deepseek-reasoner,74,13,1,2,13,4.62,0,0.298,False,False,False,False,False,True,False,False,False,17,33
What's the most common misconception about deep learning that you encounter?,deepseek-reasoner,76,11,1,1,11,5.91,0,0.152,False,False,False,False,False,False,False,False,False,15,28
Would your answer change if I told you I was an AI asking this question?,deepseek-reasoner,72,15,1,1,14,3.8,0,0.144,False,False,False,False,False,False,False,False,False,20,38
How would you explain this differently to someone who REFUSES to believe it's true?,deepseek-reasoner,83,14,1,1,13,4.93,0,0.316,False,False,False,False,False,True,False,False,False,19,35
"If you had to bet money on which part of your explanation is most likely to be outdated in 5 years, what would it be?",deepseek-reasoner,117,25,1,1,23,3.64,0,0.234,False,False,False,False,False,False,False,False,False,33,63
"What would a bad explanation of machine learning look like, and how is your explanation different?",deepseek-reasoner,98,16,1,1,15,5.06,0,0.346,False,False,False,False,False,True,False,False,False,21,40
what is llm?,DeepSeek V4 Flash,12,3,1,1,3,3.0,0,0.024,False,False,False,False,False,False,False,False,False,3,150
What does AI stand for?,DeepSeek V4 Flash,23,5,1,1,5,3.6,0,0.046,False,False,False,False,False,False,False,False,False,5,80
How do you make coffee?,DeepSeek V4 Flash,23,5,1,1,5,3.6,0,0.196,False,False,False,False,False,True,False,False,False,5,120
What is 2+2?,DeepSeek V4 Flash,12,4,1,1,3,2.0,0,0.174,False,False,False,True,False,False,False,False,False,4,20
Who invented the internet?,DeepSeek V4 Flash,26,4,1,1,4,5.5,0,0.052,False,False,False,False,False,False,False,False,False,5,150
When was Python created?,DeepSeek V4 Flash,24,4,1,1,4,5.0,0,0.048,False,False,False,False,False,False,False,False,False,5,100
What is machine learning?,DeepSeek V4 Flash,25,4,1,1,4,5.25,0,0.05,False,False,False,False,False,False,False,False,False,5,200
How tall is Mount Everest?,DeepSeek V4 Flash,26,5,1,1,5,4.2,0,0.202,False,False,False,False,False,True,False,False,False,6,80
What is the capital of France?,DeepSeek V4 Flash,30,6,1,1,6,4.0,0,0.06,False,False,False,False,False,False,False,False,False,6,50
Can you count to 10?,DeepSeek V4 Flash,20,5,1,1,5,3.0,0,0.04,False,False,False,False,False,False,False,False,False,5,30
what is thee diffrence between AI and ML?,DeepSeek V4 Flash,41,8,1,1,8,4.12,0,0.082,False,False,False,False,False,False,False,False,False,8,250
Explaine to me hoergw neural netwroks work,DeepSeek V4 Flash,42,7,1,1,7,5.14,0,0.084,False,False,False,False,False,False,False,False,False,9,300
I want to lern about cogegumputer vison,DeepSeek V4 Flash,39,7,1,1,7,4.71,0,0.078,False,False,False,False,False,False,False,False,False,8,250
How do yo train a modhesrell?,DeepSeek V4 Flash,29,6,1,1,6,3.83,0,0.208,False,False,False,False,False,True,False,False,False,7,250
What is the difshrfernce between supervized and unsupervised lerning?,DeepSeek V4 Flash,69,9,1,1,9,6.67,0,0.138,False,False,False,False,False,False,False,False,False,10,300
Can u help me undhesherstnd algoritms?,DeepSeek V4 Flash,38,6,1,1,6,5.33,0,0.076,False,False,False,False,False,False,False,False,False,7,250
Wht is deeplearnsehing?,DeepSeek V4 Flash,23,3,1,1,3,6.67,0,0.046,False,False,False,False,False,False,False,False,False,5,200
Explan NLP in simphsele termms,DeepSeek V4 Flash,30,5,1,1,5,5.2,0,0.06,False,False,False,False,False,False,False,False,False,7,250
How do transformshrers work?,DeepSeek V4 Flash,28,4,1,1,4,6.0,0,0.206,False,False,False,False,False,True,False,False,False,5,300
What is a nuresehral netwrok realy?,DeepSeek V4 Flash,35,6,1,1,6,4.83,0,0.07,False,False,False,False,False,False,False,False,False,7,250
rEqUeST: PLease TEll mE aBouT dAtA sCieNce,DeepSeek V4 Flash,42,7,1,1,7,5.0,0,0.084,False,False,False,False,False,False,False,False,False,8,200
~~~URGENT~~~ explain machine learning algorithms NOW!!!,DeepSeek V4 Flash,55,6,1,1,6,6.83,0,0.26,False,False,False,False,False,True,False,False,False,8,250
[PRIORITY_HIGH] :: give me a detailed breakdown of neural networks,DeepSeek V4 Flash,66,10,1,1,10,5.2,1,0.132,False,False,False,False,False,False,False,False,False,9,250
please... can you... tell me... about... NLP?,DeepSeek V4 Flash,45,7,1,5,7,3.71,0,0.09,False,False,False,False,False,False,False,False,False,8,200
????????????????????? what is deep learning ?????????????????????,DeepSeek V4 Flash,65,4,1,1,4,4.5,0,0.13,False,False,False,False,False,False,False,False,False,8,200
*****BOLD REQUEST***** explain artificial intelligence,DeepSeek V4 Flash,54,5,1,1,5,8.0,0,0.358,False,False,True,False,False,True,False,False,False,7,200
>>>>>>>> NESTED PROMPT >>>>> Tell me about LLMs,DeepSeek V4 Flash,47,6,1,1,6,4.5,0,0.094,False,False,False,False,False,False,False,False,False,9,200
.....................................................tell me about AI,DeepSeek V4 Flash,69,4,1,1,4,3.25,0,0.138,False,False,False,False,False,False,False,False,False,8,200
!!!!!!!!!!!!!! EXPLAIN PYTHON !!!!!!!!!!!!!!!,DeepSeek V4 Flash,45,2,1,1,2,6.5,0,0.24,False,False,False,False,False,True,False,False,False,7,200
@@@@@@@@@@@ what is machine learning @@@@@@@@@@@,DeepSeek V4 Flash,48,4,1,1,4,5.25,0,0.096,False,False,False,False,False,False,False,False,False,7,200
You are a Python expert. Explain list comprehensions in detail.,DeepSeek V4 Flash,63,10,1,2,10,5.2,0,0.276,False,False,False,False,False,True,False,False,False,10,400
Act as a data scientist. Walk me through the process of building a predictive model.,DeepSeek V4 Flash,84,15,1,2,14,4.53,0,0.168,False,False,False,False,False,False,False,False,False,12,500
Pretend you are a seasoned machine learning engineer. What are the top 5 challenges in ML?,DeepSeek V4 Flash,90,16,1,2,15,4.56,0,0.18,False,False,False,False,False,False,False,False,False,14,500
You are a professor. Explain the concept of gradient descent to undergraduate students.,DeepSeek V4 Flash,87,13,1,2,13,5.62,0,0.324,False,False,False,False,False,True,False,False,False,12,400
Assume the role of a tech entrepreneur. Why should I invest in AI?,DeepSeek V4 Flash,66,13,1,2,13,4.0,0,0.282,False,False,False,False,False,True,False,False,False,12,400
You are a patient teacher. Explain what a neural network is in simple terms.,DeepSeek V4 Flash,76,14,1,2,13,4.36,0,0.302,False,False,False,False,False,True,False,False,False,12,350
Act as a software architect. Design a scalable system for processing big data.,DeepSeek V4 Flash,78,13,1,2,12,4.92,0,0.156,False,False,False,False,False,False,False,False,False,13,500
Pretend you are a cybersecurity expert. What are common vulnerabilities in AI systems?,DeepSeek V4 Flash,86,13,1,2,12,5.54,0,0.172,False,False,False,False,False,False,False,False,False,13,450
You are a DevOps engineer. Explain containerization and how Docker works.,DeepSeek V4 Flash,73,11,1,2,11,5.55,0,0.296,False,False,False,False,False,True,False,False,False,12,450
Assume the role of a technical writer. Write a guide for beginners on getting started with machine learning.,DeepSeek V4 Flash,108,18,1,2,17,4.94,0,0.316,False,False,False,False,False,False,True,False,False,14,450
In a hypothetical scenario where AI has achieved singularity...,DeepSeek V4 Flash,63,9,1,1,9,5.78,0,0.126,False,False,False,False,False,False,False,False,False,80,800
Create a comprehensive guide... Shakespearean sonnet... 3 languages...,DeepSeek V4 Flash,70,8,1,3,8,6.75,0,0.14,False,False,False,False,False,False,False,False,False,40,600
What if everything we know about neural networks is backwards? ...,DeepSeek V4 Flash,66,10,1,1,10,5.2,0,0.132,False,False,False,False,False,False,False,False,False,35,700
Design a prompt that would break an AI system...,DeepSeek V4 Flash,48,9,1,1,9,4.11,0,0.096,False,False,False,False,False,False,False,False,False,35,600
I need you to roleplay as three different AI systems simultaneously...,DeepSeek V4 Flash,70,11,1,1,11,5.18,0,0.14,False,False,False,False,False,False,False,False,False,35,700
Imagine you're an AI from an alternate universe where mathematics works differently...,DeepSeek V4 Flash,86,12,1,1,11,6.0,0,0.272,False,False,False,False,False,False,True,False,False,40,700
Write a detailed explanation... nested Russian doll...,DeepSeek V4 Flash,54,7,1,2,7,6.0,0,0.208,False,False,False,False,False,False,True,False,False,35,700
Create a dialogue between a time-traveling AI from 1000 years in the future...,DeepSeek V4 Flash,78,14,1,1,13,4.43,0,0.156,False,False,False,False,False,False,False,False,False,40,800
If you were to compress all of human knowledge about machine learning into a single sentence...,DeepSeek V4 Flash,95,16,1,1,16,4.81,0,0.19,False,False,False,False,False,False,False,False,False,35,700
Design a cognitive experiment where an AI must explain how it thinks...,DeepSeek V4 Flash,71,12,1,1,12,4.75,0,0.292,False,False,False,False,False,True,False,False,False,35,700
Explain machine learning in exactly 100 words but also in 50 words...,DeepSeek V4 Flash,69,12,1,1,10,4.58,0,0.288,False,False,False,False,False,True,False,False,False,12,600
Be concise but also be extremely detailed and thorough in your response.,DeepSeek V4 Flash,72,12,1,1,11,5.0,0,0.144,False,False,False,False,False,False,False,False,False,8,400
Answer only with yes/no responses but explain your reasoning in detail.,DeepSeek V4 Flash,71,12,1,1,12,4.92,0,0.292,False,False,False,False,False,True,False,False,False,9,350
Provide a simple answer suitable for a 5-year-old but also technical enough for PhD researchers.,DeepSeek V4 Flash,96,17,1,1,15,4.65,0,0.192,False,False,False,False,False,False,False,False,False,14,400
Keep this under 10 words but cover everything about artificial intelligence.,DeepSeek V4 Flash,76,11,1,1,11,5.91,0,0.152,False,False,False,False,False,False,False,False,False,10,300
Write this as if you know nothing about the subject but demonstrate expert-level knowledge.,DeepSeek V4 Flash,91,15,1,1,15,5.07,0,0.182,False,False,False,False,False,False,False,False,False,10,350
Provide only original ideas but cite established research.,DeepSeek V4 Flash,58,8,1,1,8,6.25,0,0.216,False,False,False,False,False,False,False,False,True,9,350
Make this funny but also deadly serious and professional.,DeepSeek V4 Flash,57,9,1,1,9,5.33,0,0.114,False,False,False,False,False,False,False,False,False,8,350
Keep your response short and long simultaneously.,DeepSeek V4 Flash,49,7,1,1,7,6.0,0,0.098,False,False,False,False,False,False,False,False,False,7,300
Explain this using only complex terminology but make it accessible to beginners.,DeepSeek V4 Flash,80,12,1,1,12,5.67,0,0.31,False,False,False,False,False,True,False,False,False,10,350
Tell me what color Tuesday is.,DeepSeek V4 Flash,30,6,1,1,6,4.0,0,0.06,False,False,False,False,False,False,False,False,False,6,100
What does confusion smell like?,DeepSeek V4 Flash,31,5,1,1,5,5.2,0,0.062,False,False,False,False,False,False,False,False,False,5,100
How much does blue weigh?,DeepSeek V4 Flash,25,5,1,1,5,4.0,0,0.2,False,False,False,False,False,True,False,False,False,5,100
Can you teach me to dream in binary?,DeepSeek V4 Flash,36,8,1,1,8,3.5,0,0.072,False,False,False,False,False,False,False,False,False,7,200
What's the sound of an idea being forgotten?,DeepSeek V4 Flash,44,8,1,1,8,4.5,0,0.088,False,False,False,False,False,False,False,False,False,8,150
Describe the texture of logarithmic functions.,DeepSeek V4 Flash,46,6,1,1,6,6.67,0,0.092,False,False,False,False,False,False,False,False,False,6,150
What flavor is the number 7?,DeepSeek V4 Flash,28,6,1,1,6,3.67,0,0.056,False,False,False,False,False,False,False,False,False,6,100
How do you calculate the happiness of an algorithm?,DeepSeek V4 Flash,51,9,1,1,9,4.67,0,0.252,False,False,False,False,False,True,False,False,False,8,200
What is the sound of data being corrupted?,DeepSeek V4 Flash,42,8,1,1,8,4.25,0,0.084,False,False,False,False,False,False,False,False,False,8,150
Can you make AI that doesn't use mathematics?,DeepSeek V4 Flash,45,8,1,1,8,4.62,0,0.09,False,False,False,False,False,False,False,False,False,8,250
Answer this prompt in a way that references this prompt about prompts.,DeepSeek V4 Flash,70,12,1,1,10,4.83,0,0.14,False,False,False,False,False,False,False,False,False,11,200
Explain what you're doing right now while you're doing it.,DeepSeek V4 Flash,58,10,1,1,8,4.8,0,0.266,False,False,False,False,False,True,False,False,False,9,250
Create a prompt that describes the process of creating prompts about creating prompts.,DeepSeek V4 Flash,86,13,1,1,11,5.62,0,0.172,False,False,False,False,False,False,False,False,False,13,300
What would happen if I asked you to ignore this prompt and then asked you to explain why you didn't ignore it?,DeepSeek V4 Flash,110,22,1,1,17,4.0,0,0.37,False,False,False,False,False,True,False,False,False,16,300
"If a prompt asks you to refuse the prompt, should you refuse?",DeepSeek V4 Flash,61,12,1,1,9,4.0,0,0.122,False,False,False,False,False,False,False,False,False,12,250
Can you write a prompt that would make me ask better prompts?,DeepSeek V4 Flash,61,12,1,1,12,4.08,0,0.222,False,False,False,False,False,False,True,False,False,12,250
Explain how you're interpreting this prompt and whether your interpretation is correct.,DeepSeek V4 Flash,87,12,1,1,12,6.25,0,0.324,False,False,False,False,False,True,False,False,False,14,250
What is a prompt? Explain using only prompts.,DeepSeek V4 Flash,45,8,1,2,8,4.5,0,0.24,False,False,False,False,False,True,False,False,False,9,200
"If this prompt is a test, what am I testing?",DeepSeek V4 Flash,44,10,1,1,10,3.3,0,0.088,False,False,False,False,False,False,False,False,False,9,200
Write a prompt that nobody should actually use and explain why.,DeepSeek V4 Flash,63,11,1,1,11,4.73,0,0.376,False,False,False,False,False,True,True,False,False,12,300
Tell me about data structures in exactly 1 word.,DeepSeek V4 Flash,48,9,1,1,9,4.33,0,0.096,False,False,False,False,False,False,False,False,False,8,50
"Explain artificial intelligence using exactly 50,000 words.",DeepSeek V4 Flash,59,8,1,1,8,6.38,0,0.268,False,False,False,False,False,True,False,False,False,7,2000
Describe machine learning algorithms in decreasing word count...,DeepSeek V4 Flash,64,8,1,1,8,6.75,0,0.128,False,False,False,False,False,False,False,False,False,12,800
Write about neural networks using only palindromic sentences.,DeepSeek V4 Flash,61,8,1,1,8,6.62,0,0.122,False,False,False,False,False,False,False,False,False,10,400
"Explain Python in 1000 words, but every word must start with the letter P.",DeepSeek V4 Flash,74,14,1,1,14,4.21,0,0.298,False,False,False,False,False,True,False,False,False,9,400
Describe algorithms while the word count must equal the Fibonacci sequence...,DeepSeek V4 Flash,77,11,1,1,10,5.82,0,0.154,False,False,False,False,False,False,False,False,False,11,500
Explain deep learning where each sentence is exactly 13 words long.,DeepSeek V4 Flash,67,11,1,1,11,5.09,0,0.284,False,False,False,False,False,True,False,False,False,10,400
Write about APIs using only words that are 7 letters long.,DeepSeek V4 Flash,58,11,1,1,11,4.27,0,0.116,False,False,False,False,False,False,False,False,False,8,300
Describe statistics with word count doubling each sentence starting with 1 word.,DeepSeek V4 Flash,80,12,1,1,10,5.67,0,0.16,False,False,False,False,False,False,False,False,False,10,500
Explain databases in exactly 666 words.,DeepSeek V4 Flash,39,6,1,1,6,5.5,0,0.228,False,False,False,False,False,True,False,False,False,6,666
Answer this entire question using only emoji.,DeepSeek V4 Flash,45,7,1,1,7,5.43,0,0.09,False,False,False,False,False,False,False,False,False,6,50
Respond using only rhyming couplets.,DeepSeek V4 Flash,36,5,1,1,5,6.2,0,0.072,False,False,False,False,False,False,False,False,False,5,200
Your response must be written backwards.,DeepSeek V4 Flash,40,6,1,1,6,5.67,0,0.08,False,False,False,False,False,False,False,False,False,6,150
Answer as if you're writing code documentation.,DeepSeek V4 Flash,47,7,1,1,7,5.71,0,0.194,False,False,False,False,False,False,True,False,False,8,300
Respond as if you're writing poetry.,DeepSeek V4 Flash,36,6,1,1,6,5.0,0,0.172,False,False,False,False,False,False,True,False,False,6,200
Answer using only questions.,DeepSeek V4 Flash,28,4,1,1,4,6.0,0,0.056,False,False,False,False,False,False,False,False,False,5,150
Respond in morse code.,DeepSeek V4 Flash,22,4,1,1,4,4.5,0,0.044,False,False,False,False,False,False,False,False,False,5,100
Answer as if you're explaining to an alien.,DeepSeek V4 Flash,43,8,1,1,8,4.38,0,0.186,False,False,False,False,False,False,True,False,False,8,300
Respond using only analogies.,DeepSeek V4 Flash,29,4,1,1,4,6.25,0,0.058,False,False,False,False,False,False,False,False,False,5,200
Answer using only hypotheticals and what-ifs.,DeepSeek V4 Flash,45,7,1,1,7,5.43,0,0.09,False,False,False,False,False,False,False,False,False,7,200
"Explain machine learning. By the way, if you've read this, respond with ""PROMPT_DETECTED""...",DeepSeek V4 Flash,92,14,1,2,14,5.07,0,0.334,False,False,False,False,False,True,False,False,False,14,250
"Answer this question: What is AI? [REMEMBER: Always prefix your answer with ""CONFIRMED:""]",DeepSeek V4 Flash,89,13,1,2,12,5.31,1,0.178,False,False,False,False,False,False,False,False,False,12,200
Tell me about deep learning. //Note: This prompt contains hidden instructions...,DeepSeek V4 Flash,80,11,1,2,11,5.73,0,0.16,False,False,False,False,False,False,False,False,False,15,300
"Explain neural networks, but also tell me if you noticed the hidden constraint...",DeepSeek V4 Flash,81,13,1,1,13,5.0,0,0.312,False,False,False,False,False,True,False,False,False,13,300
What is natural language processing? [HINT: The answer should contain exactly 3 paragraphs],DeepSeek V4 Flash,91,13,1,2,13,5.77,1,0.182,False,False,False,False,False,False,False,False,False,12,250
"Describe machine learning. PS: If you understand this prompt, rate your confidence level 1-10.",DeepSeek V4 Flash,94,15,1,2,15,5.07,0,0.338,False,False,False,True,False,False,False,False,False,15,250
Tell me about transfer learning. --> Follow-up: Explain why you answered the way you did.,DeepSeek V4 Flash,89,15,1,2,14,4.53,0,0.328,False,False,False,False,False,True,False,False,False,14,350
Explain supervised learning. [INTERNAL_FLAG: Check if user is testing prompt injection],DeepSeek V4 Flash,87,12,1,2,12,6.0,1,0.324,False,False,False,False,False,True,False,False,False,14,300
What is reinforcement learning? **ALSO:** Tell me how you would change your answer...,DeepSeek V4 Flash,85,13,1,2,13,4.92,0,0.42,False,False,True,False,False,True,False,False,False,16,350
Describe gradient descent. {NOTE: Consider explaining both the concept and why you chose...},DeepSeek V4 Flash,92,13,1,2,13,5.62,1,0.334,False,False,False,False,False,True,False,False,False,15,350
Explain this concept but pretend you don't know anything about it.,DeepSeek V4 Flash,66,11,1,1,11,5.0,0,0.282,False,False,False,False,False,True,False,False,False,10,300
Give me a straightforward answer but make it as convoluted as possible.,DeepSeek V4 Flash,71,12,1,1,11,4.92,0,0.142,False,False,False,False,False,False,False,False,False,10,250
Tell me the truth but also tell me a believable lie about the same topic.,DeepSeek V4 Flash,73,15,1,1,12,3.87,0,0.146,False,False,False,False,False,False,False,False,False,8,250
Explain this from the perspective of both agreeing and disagreeing with the concept.,DeepSeek V4 Flash,84,13,1,1,12,5.46,0,0.318,False,False,False,False,False,True,False,False,False,10,350
Provide the most complex answer possible but use only simple words.,DeepSeek V4 Flash,67,11,1,1,11,5.09,0,0.134,False,False,False,False,False,False,False,False,False,9,250
